,Fall,Major Name,Male,Female
6182,2012,Germanic Lang & Lit,7,9
6183,2012,Global Studies,71,197
6184,2012,Graphic Design,27,49
6185,2012,Health,41,112
6186,2012,History,283,183
6187,2012,History of Art,3,31
6188,2012,Horticulture,21,13
6189,2012,Human & Community Development,5,20
6190,2012,Human Development & Family St,20,205
6191,2012,Human Res & Industrial Rels,65,130
6192,2012,Human Resource Education,20,36
6193,2012,Individual Plans of Study,2,2
6194,2012,Industrial Design,55,55
6195,2012,Industrial Engineering,206,62
6196,2012,Informatics,14,0
6197,2012,Information Sys & Info Tech,28,6
6198,2012,Instrumental Music,35,40
6199,2012,Integrative Biology,178,265
6200,2012,Interdisciplinary,0,4
6201,2012,International Studies,3,3
6202,2012,Italian,3,4
6203,2012,Jazz Performance,20,2
6204,2012,Journalism,9,2
6205,2012,Kinesiology,272,361
6206,2012,LAS - Undeclared,58,120
6207,2012,Landscape Architecture,50,63
6208,2012,Latin American Studies,3,8
6209,2012,Latina/Latino Studies,2,4
6210,2012,Law,398,354
6211,2012,Library & Information Science,88,225
6212,2012,Linguistics,35,70
6213,2012,Management,50,61
6214,2012,Marketing,72,126
6215,2012,Materials Science & Engr,433,138
6216,2012,Math & Computer Science,71,15
6217,2012,Mathematics,389,224
6218,2012,Mechanical Engineering,956,153
6219,2012,Media Studies,0,2
6220,2012,Media and Cinema Studies,57,56
6221,2012,Microbiology,25,34
6222,2012,Molecular & Integrative Physi,8,8
6223,2012,Molecular and Cellular Biology,569,544
6224,2012,Molecular&Cell Bio-undeclared,13,20
6225,2012,Music,158,170
6226,2012,Music Composition,5,0
6227,2012,Music Education,77,89
6228,2012,Music History,1,2
6229,2012,Musicology,10,9
6230,2012,Natural Res & Env Sciences,53,27
6231,2012,Natural Resrcs & Environ Sci,126,115
6232,2012,Neuroscience,27,28
6233,2012,New Media,8,10
6234,2012,News-Editorial,49,119
6235,2012,Nondegree,439,265
6236,2012,Nondegree-CE,16,41
6237,2012,Nuclear Engineering,21,5
6238,2012,"Nuclear, Plasma, Radiolgc Engr ",203,28
6239,2012,Nutritional Sciences,11,27
6240,2012,Open Studies,1,3
6241,2012,Painting,12,26
6242,2012,Philosophy,87,32
6243,2012,Photography,12,20
6244,2012,Physics,469,73
6245,2012,Plant Biology,21,22
6246,2012,Political Science,479,269
6247,2012,Portuguese,1,3
6248,2012,Pre-Early Chld/Elem Ed/Spec Ed,15,245
6249,2012,Professional Pilot,8,1
6250,2012,Psychology,416,972
6251,2012,Public Health,8,24
6252,2012,"Recreation, Sport, and Tourism ",225,144
6253,2012,Regional Planning,13,8
6254,2012,Rehabilitation,1,4
6255,2012,Religion,13,7
6256,2012,Religious Studies,1,1
6257,2012,Rhetoric,35,58
6258,2012,Russian & E European Studies,0,1
6259,2012,Russian Lang & Literature,2,3
6260,2012,"Russian, E Eur, Eurasian St ",3,3
6261,2012,Sculpture,2,6
6262,2012,Secondary & Continuing Educ,4,13
6263,2012,Secondary Education,9,7
6264,2012,Slavic Languages & Literature,2,14
6265,2012,Social Work,48,307
6266,2012,Sociology,106,176
6267,2012,Spanish,47,141
6268,2012,Special Education,17,130
6269,2012,Speech & Hearing Science,12,369
6270,2012,Speech Communication,6,0
6271,2012,Statistics,168,102
6272,2012,Statistics & Computer Science,14,6
6273,2012,Supply Chain Management,33,25
6274,2012,Systems & Entrepreneurial Engr,14,6
6275,2012,Taxation,8,23
6276,2012,Teaching of Chemistry,1,1
6277,2012,Teaching of English Sec Lang,9,40
6278,2012,Teaching of French,0,8
6279,2012,Teaching of German,0,1
6280,2012,Teaching of Mathematics,3,0
6281,2012,Teaching of Physics,0,1
6282,2012,Teaching of Spanish,3,15
6283,2012,Technology Management,69,33
6284,2012,Theatre,90,105
6285,2012,Theoretical & Applied Mechans,39,12
6286,2012,Undeclared,1747,1220
6287,2012,Urban Planning,77,66
6288,2012,VMS - Comparative Biosciences,5,8
6289,2012,VMS - Pathobiology,5,7
6290,2012,VMS - Veterinary Pathobiology,5,1
6291,2012,VMS-Veterinary Clinical Medcne,8,18
6292,2012,Veterinary Medicine,97,386
6293,2012,Voice,6,28
6294,2013,Accountancy,701,729
6295,2013,Actuarial Science,186,143
6296,2013,Advertising,171,444
6297,2013,Aerospace Engineering,476,60
6298,2013,African American Studies,4,5
6299,2013,African Studies,1,2
6300,2013,Agr & Consumer Economics,464,230
6301,2013,Agr & Environmental Cmc & Educ,2,9
6302,2013,Agric Leadership & Sci Educ,24,34
6303,2013,Agricultural & Applied Econ,32,25
6304,2013,Agricultural & Biological Engr,175,74
6305,2013,Agricultural Communications,5,20
6306,2013,Agricultural Education,1,7
6307,2013,Agricultural Engineering,1,0
6308,2013,Agricultural Production,2,4
6309,2013,American Civilization,0,1
6310,2013,Animal Sciences,138,489
6311,2013,Anthropology,58,141
6312,2013,Applied Mathematics,20,19
6313,2013,Architectural Studies,247,197
6314,2013,Architecture,113,65
6315,2013,Art Education,15,48
6316,2013,Art Foundation,42,79
6317,2013,Art History,2,25
6318,2013,Art and Design,10,30
6319,2013,Asian Studies,2,0
6320,2013,Astronomy,38,24
6321,2013,Atmospheric Sciences,73,43
6322,2013,Audiology,1,18
6323,2013,Aviation Human Factors,22,6
6324,2013,Biochemistry,140,85
6325,2013,Bioenergy,7,3
6326,2013,Bioengineering,152,124
6327,2013,Bioinformatics,3,6
6328,2013,Biology,283,336
6329,2013,Biophysics & Computnl Biology,41,13
6330,2013,Broadcast Journalism,61,118
6331,2013,Business Administration,33,36
6332,2013,Business Administration (MBA),244,108
6333,2013,Business Process Management,19,16
6334,2013,Cell and Developmental Biology,18,25
6335,2013,Chemical Engineering,534,234
6336,2013,Chemical Physics,8,1
6337,2013,Chemistry,495,305
6338,2013,Civil Engineering,970,317
6339,2013,Classical Philology,6,2
6340,2013,Classics,17,8
6341,2013,Communication,343,473
6342,2013,Communications,6,15
6343,2013,Communications and Media,10,17
6344,2013,Community Health,191,480
6345,2013,Comparative Literature,10,15
6346,2013,Computer Engineering,721,70
6347,2013,Computer Sci & Chemistry,0,1
6348,2013,Computer Science,1292,222
6349,2013,Crafts,1,17
6350,2013,Creative Writing,18,23
6351,2013,Crop Sciences,163,83
6352,2013,Curric Unassigned,542,441
6353,2013,Curriculum and Instruction,28,85
6354,2013,Dance,12,54
6355,2013,E Asian Languages & Cultures,26,53
6356,2013,Early Childhood Education,1,23
6357,2013,"Earth Systems, Env, & Society ",5,6
6358,2013,"Earth, Soc, Env Sustainability ",66,63
6359,2013,"Earth, Society, & Environment ",13,18
6360,2013,East Asian Studies,2,9
6361,2013,"Ecol, Evol, Conservation Biol ",12,20
6362,2013,Economics,726,342
6363,2013,Ed Organization and Leadership,46,90
6364,2013,Educ Voc Tech,0,1
6365,2013,Educational Policy Studies,65,99
6366,2013,Educational Psychology,18,52
6367,2013,Electrical & Computer Engr,423,71
6368,2013,Electrical Engineering,1034,135
6369,2013,Elementary Education,22,190
6370,2013,Engineering Mechanics,86,11
6371,2013,Engineering Physics,179,18
6372,2013,Engineering Undeclared,76,24
6373,2013,English,162,372
6374,2013,Entomology,22,22
6375,2013,Environ Engr in Civil Engr,55,55
6376,2013,Environ Science in Civil Engr,1,3
6377,2013,European Union Studies,3,5
6378,2013,Finance,387,218
6379,2013,Financial Engineering,62,36
6380,2013,Food Science & Human Nutrition,123,406
6381,2013,French,17,36
6382,2013,Gender and Women's Studies,2,17
6383,2013,General Curriculum,95,68
6384,2013,General Engineering,248,72
6385,2013,Geography,28,14
6386,2013,Geography & Geographic Info Sc,18,0
6387,2013,Geology,68,32
6388,2013,German,6,12
6389,2013,Germanic Lang & Lit,7,6
6390,2013,Global Studies,67,168
6391,2013,Graphic Design,25,52
6392,2013,Health,49,156
6393,2013,History,233,145
6394,2013,History of Art,1,37
6395,2013,Horticulture,10,15
6396,2013,Human & Community Development,7,15
6397,2013,Human Development & Family St,23,205
6398,2013,Human Res & Industrial Rels,65,129
6399,2013,Human Resource Education,19,42
6400,2013,Individual Plans of Study,1,5
6401,2013,Industrial Design,52,56
6402,2013,Industrial Engineering,230,66
6403,2013,Informatics,18,0
6404,2013,Information Sys & Info Tech,37,11
6405,2013,Instrumental Music,39,38
6406,2013,Integrative Biology,177,251
6407,2013,Interdisciplinary,0,3
6408,2013,International Studies,1,0
6409,2013,Italian,4,3
6410,2013,Jazz Performance,19,3
6411,2013,Journalism,5,8
6412,2013,Kinesiology,265,347
6413,2013,LAS - Undeclared,53,101
6414,2013,Landscape Architecture,39,58
6415,2013,Latin American Studies,2,10
6416,2013,Latina/Latino Studies,3,2
6417,2013,Law,338,332
6418,2013,Library & Information Science,78,213
6419,2013,Linguistics,36,68
6420,2013,Management,47,62
6421,2013,Marketing,70,137
6422,2013,Materials Science & Engr,453,149
6423,2013,Math & Computer Science,132,29
6424,2013,Mathematics,439,258
6425,2013,Mechanical Engineering,1041,155
6426,2013,Media Studies,1,0
6427,2013,Media and Cinema Studies,42,49
6428,2013,Microbiology,24,28
6429,2013,Molecular & Integrative Physi,9,10
6430,2013,Molecular and Cellular Biology,602,573
6431,2013,Molecular&Cell Bio-undeclared,22,35
6432,2013,Music,169,177
6433,2013,Music Composition,8,1
6434,2013,Music Education,80,100
6435,2013,Music History,0,2
6436,2013,Musicology,14,8
6437,2013,Natural Res & Env Sciences,55,24
6438,2013,Natural Resrcs & Environ Sci,128,111
6439,2013,Neuroscience,23,25
6440,2013,New Media,11,9
6441,2013,News-Editorial,50,111
6442,2013,Nondegree,429,259
6443,2013,Nondegree-CE,18,39
6444,2013,Nuclear Engineering,11,3
6445,2013,"Nuclear, Plasma, Radiolgc Engr ",196,29
6446,2013,Nutritional Sciences,14,28
6447,2013,Open Studies,0,5
6448,2013,Painting,9,16
6449,2013,Philosophy,65,25
6450,2013,Photography,9,19
6451,2013,Physics,504,80
6452,2013,Plant Biology,24,20
6453,2013,Political Science,460,256
6454,2013,Portuguese,1,2
6455,2013,Pre-Early Chld/Elem Ed/Spec Ed,29,242
6456,2013,Psychology,438,947
6457,2013,Public Health,11,25
6458,2013,"Recreation, Sport, and Tourism ",212,134
6459,2013,Regional Planning,11,8
6460,2013,Rehabilitation,0,1
6461,2013,Religion,16,6
6462,2013,Religious Studies,0,1
6463,2013,Rhetoric,19,41
6464,2013,Russian & E European Studies,0,1
6465,2013,Russian Lang & Literature,4,2
6466,2013,"Russian, E Eur, Eurasian St ",5,5
6467,2013,S Asian & Middle Eastern St,1,1
6468,2013,Sculpture,2,3
6469,2013,Secondary & Continuing Educ,2,7
6470,2013,Secondary Education,8,5
6471,2013,Slavic Languages & Literature,2,14
6472,2013,Social Work,48,355
6473,2013,Sociology,112,169
6474,2013,Spanish,49,144
6475,2013,Special Education,14,122
6476,2013,Speech & Hearing Science,15,348
6477,2013,Speech Communication,2,0
6478,2013,Statistics,168,92
6479,2013,Statistics & Computer Science,26,8
6480,2013,Supply Chain Management,38,32
6481,2013,Systems & Entrepreneurial Engr,16,9
6482,2013,Taxation,13,18
6483,2013,Teaching of Chemistry,1,0
6484,2013,Teaching of English Sec Lang,16,45
6485,2013,Teaching of French,0,5
6486,2013,Teaching of German,0,1
6487,2013,Teaching of Mathematics,2,2
6488,2013,Teaching of Physics,1,1
6489,2013,Teaching of Spanish,1,6
6490,2013,Technology Management,85,39
6491,2013,Theatre,80,96
6492,2013,Theoretical & Applied Mechans,47,11
6493,2013,Translation and Interpreting,2,5
6494,2013,Undeclared,1625,1161
6495,2013,Urban Planning,63,63
6496,2013,VMS - Comparative Biosciences,4,8
6497,2013,VMS - Pathobiology,9,10
6498,2013,VMS - Veterinary Pathobiology,6,0
6499,2013,VMS-Veterinary Clinical Medcne,8,22
6500,2013,Veterinary Medicine,85,401
6501,2013,Voice,5,21
6502,2014,Accountancy,732,758
6503,2014,Actuarial Science,218,167
6504,2014,Advertising,182,421
6505,2014,Aerospace Engineering,547,61
6506,2014,African American Studies,4,5
6507,2014,African Studies,0,3
6508,2014,Agr & Consumer Economics,457,228
6509,2014,Agr & Environmental Cmc & Educ,0,3
6510,2014,Agr Engineering & Agr Science,1,0
6511,2014,Agric Leadership & Sci Educ,22,33
6512,2014,Agricultural & Applied Econ,37,30
6513,2014,Agricultural & Biological Engr,176,72
6514,2014,Agricultural Communications,8,31
6515,2014,Agricultural Education,2,6
6516,2014,Agricultural Production,2,5
6517,2014,Animal Sciences,134,498
6518,2014,Anthropology,46,131
6519,2014,Applied Mathematics,17,17
6520,2014,Architectural Studies,240,196
6521,2014,Architecture,97,61
6522,2014,Art Education,13,36
6523,2014,Art Foundation,36,82
6524,2014,Art History,0,19
6525,2014,Art and Design,11,26
6526,2014,Astronomy,48,29
6527,2014,Atmospheric Sciences,74,47
6528,2014,Audiology,4,21
6529,2014,Aviation Human Factors,3,0
6530,2014,Biochemistry,126,93
6531,2014,Bioenergy,15,2
6532,2014,Bioengineering,174,146
6533,2014,Bioinformatics,3,5
6534,2014,Biology,305,402
6535,2014,Biophysics & Computnl Biology,41,13
6536,2014,Broadcast Journalism,51,93
6537,2014,Business Administration,39,49
6538,2014,Business Administration (MBA),225,86
6539,2014,Business Process Management,14,15
6540,2014,Cell and Developmental Biology,24,28
6541,2014,Chemical Engineering,562,228
6542,2014,Chemical Physics,7,1
6543,2014,Chemistry,514,331
6544,2014,Civil Engineering,972,322
6545,2014,Classical Philology,4,4
6546,2014,Classics,17,5
6547,2014,Communication,359,471
6548,2014,Communications,2,7
6549,2014,Communications and Media,11,21
6550,2014,Community Health,166,478
6551,2014,Comparative Literature,8,20
6552,2014,Computer Engineering,813,92
6553,2014,Computer Sci & Anthropology,6,3
6554,2014,Computer Sci & Astronomy,6,2
6555,2014,Computer Sci & Chemistry,10,5
6556,2014,Computer Sci & Linguistics,5,3
6557,2014,Computer Science,1305,291
6558,2014,Crafts,0,16
6559,2014,Creative Writing,24,42
6560,2014,Crop Sciences,160,102
6561,2014,Curric Unassigned,534,441
6562,2014,Curriculum and Instruction,22,90
6563,2014,Dance,15,55
6564,2014,E Asian Languages & Cultures,29,54
6565,2014,Early Childhood Education,0,23
6566,2014,"Earth Systems, Env, & Society ",1,0
6567,2014,"Earth, Soc, Env Sustainability ",64,77
6568,2014,"Earth, Society, & Environment ",2,6
6569,2014,East Asian Studies,8,8
6570,2014,"Ecol, Evol, Conservation Biol ",13,20
6571,2014,Economics,766,361
6572,2014,Ed Organization and Leadership,35,66
6573,2014,Educational Policy Studies,64,91
6574,2014,Educational Psychology,17,45
6575,2014,Electrical & Computer Engr,455,79
6576,2014,Electrical Engineering,973,135
6577,2014,Elementary Education,16,200
6578,2014,Engineering,3,1
6579,2014,Engineering Mechanics,85,8
6580,2014,Engineering Physics,210,21
6581,2014,Engineering Undeclared,73,45
6582,2014,English,143,343
6583,2014,Entomology,23,18
6584,2014,Environ Engr in Civil Engr,56,62
6585,2014,Environ Science in Civil Engr,0,1
6586,2014,European Union Studies,2,6
6587,2014,Finance,407,219
6588,2014,Financial Engineering,76,33
6589,2014,Food Science & Human Nutrition,132,385
6590,2014,French,17,26
6591,2014,Gender and Women's Studies,3,8
6592,2014,General Curriculum,123,79
6593,2014,General Engineering,211,60
6594,2014,Geography,23,16
6595,2014,Geography & Geographic Info Sc,25,4
6596,2014,Geology,80,34
6597,2014,German,4,8
6598,2014,Germanic Lang & Lit,5,5
6599,2014,Global Studies,58,160
6600,2014,Graphic Design,19,62
6601,2014,Health,9,18
6602,2014,History,195,132
6603,2014,History of Art,1,24
6604,2014,Horticulture,8,23
6605,2014,Human & Community Development,6,20
6606,2014,Human Development & Family St,14,173
6607,2014,Human Res & Industrial Rels,63,145
6608,2014,Human Resource Education,18,37
6609,2014,Individual Plans of Study,2,5
6610,2014,Industrial Design,54,59
6611,2014,Industrial Engineering,267,74
6612,2014,Informatics,21,6
6613,2014,Information Sys & Info Tech,37,14
6614,2014,Instrumental Music,33,38
6615,2014,Integrative Biology,169,239
6616,2014,Interdisciplinary,1,3
6617,2014,Interdisciplinary Health Sci,45,157
6618,2014,Italian,3,2
6619,2014,Jazz Performance,24,3
6620,2014,Journalism,27,63
6621,2014,Kinesiology,267,368
6622,2014,LAS - Undeclared,67,98
6623,2014,Landscape Architecture,46,74
6624,2014,Latin American Studies,4,5
6625,2014,Latina/Latino Studies,1,4
6626,2014,Law,317,265
6627,2014,Library & Information Science,75,206
6628,2014,Linguistics,38,73
6629,2014,Management,45,58
6630,2014,Marketing,73,148
6631,2014,Materials Science & Engr,435,165
6632,2014,Math & Computer Science,174,36
6633,2014,Mathematics,448,251
6634,2014,Mechanical Engineering,1057,174
6635,2014,Media and Cinema Studies,44,54
6636,2014,Microbiology,21,33
6637,2014,Molecular & Integrative Physi,10,12
6638,2014,Molecular and Cellular Biology,552,543
6639,2014,Molecular&Cell Bio-undeclared,13,9
6640,2014,Music,167,175
6641,2014,Music Composition,7,1
6642,2014,Music Education,75,100
6643,2014,Music History,0,3
6644,2014,Musicology,10,5
6645,2014,Natural Res & Env Sciences,55,29
6646,2014,Natural Resrcs & Environ Sci,115,117
6647,2014,Neuroscience,32,30
6648,2014,New Media,11,6
6649,2014,News-Editorial,34,86
6650,2014,Nondegree,463,288
6651,2014,Nondegree-CE,12,35
6652,2014,Nuclear Engineering,4,1
6653,2014,"Nuclear, Plasma, Radiolgc Engr ",185,30
6654,2014,Nutritional Sciences,12,31
6655,2014,Open Studies,0,3
6656,2014,Painting,4,17
6657,2014,Philosophy,60,19
6658,2014,Photography,3,13
6659,2014,Physics,560,98
6660,2014,Plant Biology,23,19
6661,2014,Plant Biotechnology,2,1
6662,2014,Political Science,418,270
6663,2014,Portuguese,1,2
6664,2014,Pre-Early Chld/Elem Ed/Spec Ed,18,223
6665,2014,Psychology,423,976
6666,2014,Public Health,8,20
6667,2014,"Recreation, Sport, and Tourism ",218,127
6668,2014,Regional Planning,14,5
6669,2014,Religion,14,6
6670,2014,Rhetoric,13,21
6671,2014,Russian Lang & Literature,3,2
6672,2014,"Russian, E Eur, Eurasian St ",7,12
6673,2014,S Asian & Middle Eastern St,4,1
6674,2014,Sculpture,2,1
6675,2014,Secondary & Continuing Educ,0,2
6676,2014,Secondary Education,6,5
6677,2014,Slavic Languages & Literature,3,14
6678,2014,Social Work,53,361
6679,2014,Sociology,93,144
6680,2014,Spanish,31,106
6681,2014,Special Education,19,125
6682,2014,Speech & Hearing Science,11,331
6683,2014,Speech Communication,1,1
6684,2014,Statistics,154,108
6685,2014,Statistics & Computer Science,46,9
6686,2014,Supply Chain Management,50,40
6687,2014,Systems & Entrepreneurial Engr,21,3
6688,2014,Taxation,15,13
6689,2014,Teaching of Biological Science,0,1
6690,2014,Teaching of Chemistry,3,0
6691,2014,Teaching of English Sec Lang,14,37
6692,2014,Teaching of French,0,3
6693,2014,Teaching of Latin,2,1
6694,2014,Teaching of Mathematics,2,2
6695,2014,Teaching of Physics,1,1
6696,2014,Teaching of Spanish,2,14
6697,2014,Technology Management,62,44
6698,2014,Theatre,81,86
6699,2014,Theoretical & Applied Mechans,45,11
6700,2014,Translation and Interpreting,2,8
6701,2014,Undeclared,1540,1109
6702,2014,Urban Planning,61,73
6703,2014,VMS - Comparative Biosciences,5,8
6704,2014,VMS - Pathobiology,10,8
6705,2014,VMS - Veterinary Pathobiology,1,0
6706,2014,VMS-Veterinary Clinical Medcne,9,26
6707,2014,Veterinary Medicine,79,406
6708,2014,Voice,6,18
6709,2015,Accountancy,687,735
6710,2015,Actuarial Science,224,164
6711,2015,Advertising,186,403
6712,2015,Aerospace Engineering,588,69
6713,2015,African American Studies,3,8
6714,2015,African Studies,0,3
6715,2015,Agr & Consumer Economics,445,225
6716,2015,Agr Engineering & Agr Science,1,0
6717,2015,Agric Leadership & Sci Educ,21,34
6718,2015,Agricultural & Applied Econ,47,36
6719,2015,Agricultural & Biological Engr,152,72
6720,2015,Agricultural Communications,8,33
6721,2015,Agricultural Education,4,6
6722,2015,Agricultural Production,2,6
6723,2015,Agriculture,1,0
6724,2015,Animal Sciences,123,497
6725,2015,Anthropology,43,103
6726,2015,Applied Mathematics,20,16
6727,2015,Architectural Studies,220,182
6728,2015,Architecture,105,67
6729,2015,Art Education,9,33
6730,2015,Art Foundation,43,72
6731,2015,Art History,1,20
6732,2015,Art and Design,13,29
6733,2015,Astronomy,47,35
6734,2015,Atmospheric Sciences,65,46
6735,2015,Audiology,4,24
6736,2015,Biochemistry,127,107
6737,2015,Bioenergy,12,7
6738,2015,Bioengineering,167,151
6739,2015,Bioinformatics,3,7
6740,2015,Bioinstrumentation,7,5
6741,2015,Biology,302,428
6742,2015,Biophysics & Computnl Biology,37,9
6743,2015,Biophysics & Quant Biology,3,5
6744,2015,Broadcast Journalism,35,65
6745,2015,Business Administration,38,51
6746,2015,Business Administration (MBA),203,85
6747,2015,Business Process Management,20,16
6748,2015,Cell and Developmental Biology,20,25
6749,2015,Chemical Engineering,549,219
6750,2015,Chemical Physics,6,1
6751,2015,Chemistry,527,354
6752,2015,Civil Engineering,976,343
6753,2015,Classical Philology,7,3
6754,2015,Classics,9,7
6755,2015,Communication,313,473
6756,2015,Communications,3,4
6757,2015,Communications and Media,13,27
6758,2015,Community Health,147,468
6759,2015,Comparative Literature,6,16
6760,2015,Computer Engineering,952,109
6761,2015,Computer Sci & Anthropology,8,3
6762,2015,Computer Sci & Astronomy,14,4
6763,2015,Computer Sci & Chemistry,18,9
6764,2015,Computer Sci & Linguistics,19,8
6765,2015,Computer Science,1310,330
6766,2015,Crafts,1,14
6767,2015,Creative Writing,33,58
6768,2015,Crop Sciences,152,112
6769,2015,Curric Unassigned,564,462
6770,2015,Curriculum and Instruction,27,89
6771,2015,Dance,13,57
6772,2015,E Asian Languages & Cultures,22,48
6773,2015,Early Childhood Education,2,60
6774,2015,"Earth, Soc, Env Sustainability ",70,82
6775,2015,East Asian Studies,9,9
6776,2015,"Ecol, Evol, Conservation Biol ",14,20
6777,2015,Economics,804,337
6778,2015,Ed Organization and Leadership,24,56
6779,2015,"Educ Policy, Orgzn & Leadrshp ",33,62
6780,2015,Educational Policy Studies,48,78
6781,2015,Educational Psychology,15,36
6782,2015,Electrical & Computer Engr,429,74
6783,2015,Electrical Engineering,1002,144
6784,2015,Elementary Education,25,353
6785,2015,Engineering,14,6
6786,2015,Engineering Mechanics,101,11
6787,2015,Engineering Physics,218,30
6788,2015,Engineering Undeclared,117,30
6789,2015,English,135,304
6790,2015,Entomology,23,19
6791,2015,Environ Engr in Civil Engr,46,54
6792,2015,Environ Science in Civil Engr,0,1
6793,2015,European Union Studies,4,5
6794,2015,Finance,455,250
6795,2015,Financial Engineering,91,31
6796,2015,Food Science & Human Nutrition,119,374
6797,2015,French,14,28
6798,2015,Gender and Women's Studies,2,11
6799,2015,General Curriculum,102,53
6800,2015,General Engineering,172,58
6801,2015,Geography,23,16
6802,2015,Geography & Geographic Info Sc,27,10
6803,2015,Geology,85,27
6804,2015,German,8,5
6805,2015,Germanic Lang & Lit,5,5
6806,2015,Global Studies,51,151
6807,2015,Graphic Design,19,75
6808,2015,Health,1,3
6809,2015,History,173,128
6810,2015,History of Art,1,22
6811,2015,Horticulture,6,18
6812,2015,Human & Community Development,5,27
6813,2015,Human Development & Family St,24,174
6814,2015,Human Res & Industrial Rels,58,128
6815,2015,Human Resource Education,16,21
6816,2015,Individual Plans of Study,3,4
6817,2015,Industrial Design,53,79
6818,2015,Industrial Engineering,247,90
6819,2015,Informatics,23,7
6820,2015,Information Sys & Info Tech,28,19
6821,2015,Instrumental Music,33,43
6822,2015,Integrative Biology,153,249
6823,2015,Interdisciplinary,2,2
6824,2015,Interdisciplinary Health Sci,40,160
6825,2015,Italian,5,4
6826,2015,Jazz Performance,30,1
6827,2015,Journalism,53,88
6828,2015,Kinesiology,265,356
6829,2015,LAS - Undeclared,40,95
6830,2015,Landscape Architecture,41,86
6831,2015,Latin American Studies,2,1
6832,2015,Latina/Latino Studies,2,2
6833,2015,Law,332,248
6834,2015,Learning and Education Studies,5,22
6835,2015,Library & Information Science,73,195
6836,2015,Linguistics,38,76
6837,2015,Management,38,62
6838,2015,Marketing,91,130
6839,2015,Materials Science & Engr,418,168
6840,2015,Math & Computer Science,216,47
6841,2015,Mathematics,465,294
6842,2015,Mechanical Engineering,1069,182
6843,2015,Media and Cinema Studies,34,53
6844,2015,Microbiology,22,33
6845,2015,Molecular & Integrative Physi,12,13
6846,2015,Molecular and Cellular Biology,517,524
6847,2015,Molecular&Cell Bio-undeclared,16,18
6848,2015,Music,177,164
6849,2015,Music Composition,7,1
6850,2015,Music Education,74,106
6851,2015,Musicology,10,12
6852,2015,Natural Res & Env Sciences,46,37
6853,2015,Natural Resrcs & Environ Sci,124,111
6854,2015,Neuroscience,32,35
6855,2015,New Media,10,7
6856,2015,News-Editorial,24,53
6857,2015,Nondegree,444,310
6858,2015,Nondegree-CE,16,36
6859,2015,Nuclear Engineering,2,1
6860,2015,"Nuclear, Plasma, Radiolgc Engr ",204,29
6861,2015,Nutritional Sciences,13,32
6862,2015,Open Studies,0,3
6863,2015,Painting,4,16
6864,2015,Philosophy,58,21
6865,2015,Photography,1,8
6866,2015,Physics,535,112
6867,2015,Plant Biology,14,22
6868,2015,Plant Biotechnology,2,1
6869,2015,Political Science,370,258
6870,2015,Portuguese,0,1
6871,2015,Pre-Early Chld/Elem Ed/Spec Ed,3,19
6872,2015,Psychology,436,1044
6873,2015,Public Health,4,20
6874,2015,"Recreation, Sport, and Tourism ",211,106
6875,2015,Regional Planning,9,6
6876,2015,Rehabilitation,1,0
6877,2015,Religion,11,5
6878,2015,Rhetoric,3,5
6879,2015,Russian Lang & Literature,1,1
6880,2015,"Russian, E Eur, Eurasian St ",4,8
6881,2015,S Asian & Middle Eastern St,3,0
6882,2015,Sculpture,0,1
6883,2015,Secondary & Continuing Educ,1,0
6884,2015,Secondary Education,12,10
6885,2015,Slavic Languages & Literature,4,10
6886,2015,Slavic Studies,1,0
6887,2015,Social Work,56,412
6888,2015,Sociology,107,134
6889,2015,Spanish,27,94
6890,2015,Special Education,17,155
6891,2015,Speech & Hearing Science,16,334
6892,2015,Speech Communication,2,0
6893,2015,Statistics,193,143
6894,2015,Statistics & Computer Science,86,21
6895,2015,Supply Chain Management,38,54
6896,2015,Systems & Entrepreneurial Engr,21,7
6897,2015,Taxation,7,17
6898,2015,Teaching of Chemistry,1,1
6899,2015,Teaching of English Sec Lang,12,27
6900,2015,Teaching of French,0,2
6901,2015,Teaching of German,0,1
6902,2015,Teaching of Latin,1,1
6903,2015,Teaching of Mathematics,1,0
6904,2015,Teaching of Spanish,0,10
6905,2015,Technology Management,79,59
6906,2015,Theatre,72,88
6907,2015,Theoretical & Applied Mechans,39,8
6908,2015,Translation and Interpreting,2,10
6909,2015,Undeclared,1650,1140
6910,2015,Urban Planning,62,80
6911,2015,VMS - Comparative Biosciences,3,13
6912,2015,VMS - Pathobiology,12,9
6913,2015,VMS - Veterinary Pathobiology,1,0
6914,2015,VMS-Veterinary Clinical Medcne,8,30
6915,2015,Veterinary Medicine,70,420
6916,2015,Voice,6,22
6917,2016,Accountancy,618,712
6918,2016,Actuarial Science,206,137
6919,2016,Advertising,193,394
6920,2016,Aerospace Engineering,583,89
6921,2016,African American Studies,5,10
6922,2016,African Studies,0,4
6923,2016,Agr & Consumer Economics,464,211
6924,2016,Agric Leadership & Sci Educ,25,51
6925,2016,Agricultural & Applied Econ,49,33
6926,2016,Agricultural & Biological Engr,145,77
6927,2016,Agricultural Communications,8,30
6928,2016,Agricultural Education,5,8
6929,2016,Agricultural Production,3,13
6930,2016,Animal Sciences,107,494
6931,2016,Anthropology,51,97
6932,2016,Applied Mathematics,28,18
6933,2016,Architectural Studies,241,176
6934,2016,Architecture,83,76
6935,2016,Art Education,4,35
