Major Name,Total
Accountancy,1222
Actuarial Science,281
Advertising,365
Anthropology,222
Applied Mathematics,27
Early Childhood Education,53
Ed Organization and Leadership,179
Educ Voc Tech,69
Education,2
Education General,91
Educational Policy Studies,129
Educational Psychology,132
Elementary Education,389
Human Resource Education,22
Pre-Early Chld/Elem Ed/Spec Ed,188
Secondary & Continuing Educ,106
Special Education,154
