Major Name,Total
Architectural Studies,488
Architecture,194
Art Education,101
Art History,111
Art and Design,401
Crafts,31
Dance,52
Graphic Design,115
Industrial Design,68
Landscape Architecture,137
MUS-VOICE,48
MUSIC(AMS),76
MUSIC-COMP,9
MUSIC-INST,87
MUSIC-OPEN,4
Music,137
Music Education,266
Music History,3
PERFORM ST,12
Regional Planning,29
Theatre,33
UNCLASS,52
Urban Planning,171
