,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
4563,2002,Labor and Industrial Relations,HR & IND RELS,166,63,103,111,55
4564,2002,Labor and Industrial Relations,LAB&IN REL,1,0,1,1,0
