Major Name,Total
Architectural Studies,512
Architecture,165
Art Education,100
Art History,56
Art and Design,274
Crafts,32
Dance,71
Graphic Design,92
Industrial Design,83
Landscape Architecture,149
MUS-VOICE,43
MUSIC(AMS),115
MUSIC-COMP,11
MUSIC-INST,90
MUSIC-OPEN,3
Music,137
Music Education,235
Music History,9
PERFORM ST,36
Regional Planning,23
Theatre,43
UNCLASS,35
Urban Planning,148
