,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
1782,1988,Media,Advertising,262,67,195,231,31
1787,1988,Media,News-Editorial,121,45,76,119,2
1783,1988,Media,Broadcast Journalism,54,10,44,51,3
1784,1988,Media,Communication,33,22,11,11,22
1785,1988,Media,Journalism,29,10,19,19,10
1786,1988,Media,Media Studies,29,13,16,28,1
