,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
5174,2006,Business,Finance,782,567,214,554,228
5170,2006,Business,Business Administration,754,382,372,575,179
5172,2006,Business,Curric Unassigned,754,453,300,644,110
5171,2006,Business,Business Administration (MBA),329,234,94,186,143
5175,2006,Business,Nondegree,32,19,13,0,32
5173,2006,Business,Economics,7,6,1,6,1
