Major Name,Total
Biology,70
CUR INST#1,7
CUR INST#3,5
HLTH EDUC,19
HLTH PL AD,95
Kinesiology,381
Leisure Studies,99
MSPH IN C HLTH,12
PERSN AREA,2
PROG MANAG,92
Rehabilitation,29
SOC SCI SP,6
TCH KINES,2
THER REC,17
