Major Name,Total
Business Administration,92
Business Administration (MBA),1158
Business Process Management,35
Curric Unassigned,934
Finance,845
Information Sys & Info Tech,113
Information Systems,3
Management,118
Marketing,249
Nondegree,114
Operations Management,1
Supply Chain Management,79
Taxation,26
Technology Management,92
