Major Name,Total
HLTH EDUC,70
HLTH PL AD,178
Kinesiology,544
Leisure Studies,168
MSPH IN C HLTH,5
PARK & NR MGMT,8
REHAB STUDIES,23
"Recreation, Sport, and Tourism ",34
Rehabilitation,6
