,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
2354,1991,LAS,GEN CURR,2171,1041,1130,2054,117
2365,1991,LAS,PRE-JOURN,508,183,325,480,28
2347,1991,LAS,Chemistry,453,336,117,220,233
2345,1991,LAS,Chemical Engineering,414,281,133,315,99
2382,1991,LAS,UNCM FR&SO,259,120,139,252,7
2381,1991,LAS,UNCLASS,210,98,112,114,96
2362,1991,LAS,Mathematics,205,158,47,41,164
2371,1991,LAS,Psychology,195,99,96,57,138
2366,1991,LAS,PRE-MED,172,91,81,167,5
2343,1991,LAS,Biology,153,96,57,102,51
