Major Name,Total
Business Administration,89
Business Administration (MBA),288
Business Process Management,36
Curric Unassigned,1026
Finance,705
Information Sys & Info Tech,47
Management,100
Marketing,221
Nondegree,78
Supply Chain Management,92
Taxation,24
Technology Management,138
