Major Name,Total
Biology,119
CUR INST 2,1
CUR INST#1,9
CUR INST#3,4
HLTH EDUC,17
HLTH PL AD,70
Kinesiology,308
Leisure Studies,43
MSPH IN C HLTH,6
PERSN AREA,2
PROG MANAG,138
Rehabilitation,29
SOC SCI SP,13
THER REC,29
