Major Name,Total
Architectural Studies,598
Architecture,206
Art Education,70
Art History,72
Art and Design,360
Crafts,18
Dance,45
Graphic Design,135
Industrial Design,117
Landscape Architecture,135
MUS-VOICE,52
MUSIC(AMS),74
MUSIC-COMP,5
MUSIC-INST,79
Music,151
Music Education,277
Music History,1
PERFORM ST,11
Regional Planning,10
Theatre,42
UNCLASS,60
Urban Planning,160
