,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
6142,2010,Media,News-Editorial,181,55,126,167,14
6135,2010,Media,Broadcast Journalism,136,41,95,116,20
6141,2010,Media,Media and Cinema Studies,62,33,29,53,9
6140,2010,Media,Media Studies,59,17,42,49,10
6136,2010,Media,Communications,49,22,27,12,37
6138,2010,Media,General Curriculum,31,10,21,24,7
6139,2010,Media,Journalism,20,7,13,16,4
6137,2010,Media,Communications and Media,7,3,4,2,5
6143,2010,Media,Nondegree,6,3,3,6,0
