Major Name,Total
BUS EDUC,1
ED POL ST,112
ED SEC&CON,101
EDUC ELEMENTARY,88
EDUC GEN,292
Early Childhood Education,63
Ed Organization and Leadership,165
Educ Voc Tech,86
Educational Psychology,136
Elementary Education,309
Secondary & Continuing Educ,30
Special Education,134
UG NON-DEG,1
XMURAL,2
