,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
3174,1995,Media,Advertising,224,79,145,198,26
3179,1995,Media,News-Editorial,90,42,48,86,4
3175,1995,Media,Broadcast Journalism,72,30,42,67,5
3176,1995,Media,Communication,41,19,22,12,29
3177,1995,Media,Journalism,30,9,21,15,15
3178,1995,Media,Media Studies,29,11,18,29,0
