Fall,College,Major Name,Total
1998,Engineering,METAL ENGR,3
1998,LAS,Portuguese,3
1998,Fine and Applied Arts,Art and Design,4
1998,Fine and Applied Arts,Art and Design,4
1998,Fine and Applied Arts,Art and Design,4
1998,Business,Business Administration,4
1998,LAS,Chemical Physics,4
1998,LAS,Classical Philology,4
1998,ACES,Crop Sciences,4
1998,ACES,Crop Sciences,4
1998,ACES,Teaching of German,4
1998,Business,Finance,4
1998,LAS,Italian,4
1998,Education,TCH GEN SCIENCE,4
1998,Fine and Applied Arts,Art and Design,5
1998,Engineering,Computer Science,5
1998,Business,Business Administration,5
1998,ACES,Teaching of Chemistry,5
1998,Fine and Applied Arts,Music History,5
1998,ACES,NRES - SOILS,5
1998,LAS,REES,5
1998,Education,Secondary & Continuing Educ,5
1998,Education,TCH ENGL IN MN,5
1998,ACES,Teaching of Biological Science,6
1998,ACES,Teaching of Mathematics,6
1998,ACES,Food Science & Human Nutrition,6
1998,Engineering,GEN ENGR,6
1998,ACES,IRCE-E&NR MGMT,6
1998,LAS,LAS TCH MATH,6
1998,iSchool,Library & Information Science,6
1998,Social Work,Social Work,6
1998,Engineering,Aero & Astro Engineering,7
1998,Engineering,Civil Engineering,7
1998,LAS,Classics,7
1998,ACES,HORT--HORT SCI,7
1998,iSchool,Library & Information Science,7
1998,Engineering,MATSCI&ENG,7
1998,ACES,MKT TEXT&A,7
1998,Applied Health Sciences,MSPH IN C HLTH,7
1998,Aviation,Nondegree,7
1998,Education,Secondary & Continuing Educ,7
1998,Business,Accountancy,8
1998,ACES,Agr & Environmental Cmc & Educ,8
1998,ACES,Agr & Environmental Cmc & Educ,8
1998,ACES,Agricultural Engineering,8
1998,Engineering,CER ENGR,8
1998,ACES,Crop Sciences,8
1998,ACES,Food Science & Human Nutrition,8
1998,ACES,Food Science & Human Nutrition,8
1998,ACES,Food Science & Human Nutrition,8
1998,Engineering,Industrial Engineering,8
1998,Engineering,METAL ENGR,8
1998,Applied Health Sciences,PROG MANAG,8
1998,Education,Secondary & Continuing Educ,8
1998,Fine and Applied Arts,Architecture,9
1998,ACES,Speech & Hearing Science,9
1998,Engineering,Electrical Engineering,9
1998,ACES,IRCE-INDCURRIC,9
1998,Education,Secondary & Continuing Educ,9
1998,Social Work,Social Work,9
1998,LAS,African American Studies,10
1998,ACES,Agricultural Sciences,10
1998,ACES,DIETETICS,10
1998,Engineering,GEN ENGR,10
1998,Fine and Applied Arts,MUSIC-COMP,10
1998,Fine and Applied Arts,Art and Design,11
1998,LAS,CELL & STR BIOL,11
1998,ACES,Human & Community Development,11
1998,ACES,Mechanical Agriculture,11
1998,ACES,Agr & Environmental Cmc & Educ,12
1998,LAS,Applied Mathematics,12
1998,Engineering,Computer Science,12
1998,Fine and Applied Arts,Dance,12
1998,ACES,HU DEV&FAM,12
1998,Applied Health Sciences,PARK & NR MGMT,12
1998,ACES,PLANT PATH,12
1998,LAS,Slavic Languages & Literature,12
1998,LAS,TCH BIOL,12
1998,LAS,TCH SOC ST,12
1998,ACES,REST MGMT,13
1998,Education,TCH SOC ST IN,13
1998,ACES,Crop Sciences,14
1998,Business,Finance,14
1998,Education,Special Education,14
1998,ACES,Statistics,15
1998,Business,Theatre,15
1998,Fine and Applied Arts,Regional Planning,15
1998,Social Work,Social Work,15
1998,Education,TCH SOC ST OUT,15
1998,Business,Accountancy,16
1998,ACES,Agronomy,16
1998,Education,Elementary Education,16
1998,Applied Health Sciences,Rehabilitation,16
1998,ACES,Crop Sciences,17
1998,ACES,Secondary Education,17
1998,Engineering,ENV SCI,17
1998,VetMed,VMS - Veterinary Biosciences,17
1998,Engineering,Civil Engineering,18
1998,ACES,Horticulture,18
1998,Education,TCH ENGL OUT MN,18
1998,Business,Accountancy,19
1998,ACES,Agricultural Communications,19
1998,Business,Technical Systems Management,19
1998,Business,Business Administration,20
1998,Business,Teaching of Spanish,20
1998,ACES,Forestry,20
1998,LAS,Geology,20
1998,LAS,Astronomy,21
1998,ACES,Crop Sciences,21
1998,Applied Health Sciences,Kinesiology,22
1998,LAS,German,23
1998,VetMed,VMS-Veterinary Clinical Medcne,23
1998,Applied Life Sciences,Community Health,24
1998,ACES,CFTM-MKT&PRICE,24
1998,Media,Journalism,24
1998,iSchool,Library & Information Science,24
1998,Engineering,Computer Engineering,25
1998,Fine and Applied Arts,Art History,25
1998,Business,CBA NON-DEGREE,25
1998,ACES,Forestry,25
1998,Engineering,Industrial Engineering,25
1998,ACES,"IRCE-POL,TRD,DV",25
1998,Law,Law,25
1998,LAS,TCH ENGL,25
1998,LAS,Comparative Literature,27
1998,Fine and Applied Arts,Art History,27
1998,LAS,Asian Studies,27
1998,LAS,Atmospheric Sciences,27
1998,LAS,Geography,28
1998,iSchool,Library & Information Science,28
1998,Fine and Applied Arts,Art and Design,29
1998,Business,Business Administration,29
1998,LAS,Geology,29
1998,Engineering,ENGR MECH,30
1998,ACES,Crop Sciences,31
1998,Business,Finance,31
1998,Fine and Applied Arts,Landscape Architecture,31
1998,Fine and Applied Arts,Art and Design,32
1998,Media,Communication,33
1998,Fine and Applied Arts,Music Education,33
1998,ACES,Agr & Consumer Economics,34
1998,LAS,Entomology,34
1998,ACES,Food Science & Human Nutrition,34
1998,ACES,Food Science & Human Nutrition,35
1998,ACES,Food Science & Human Nutrition,35
1998,Engineering,Mechanical Engineering,35
1998,Fine and Applied Arts,PERFORM ST,35
1998,LAS,Plant Biology,35
1998,Media,Advertising,36
1998,Fine and Applied Arts,Art Education,36
1998,Fine and Applied Arts,Crafts,36
1998,ACES,HDFS-FS,36
1998,ACES,NRES-SOC SCI,36
1998,ACES,Agr & Environmental Cmc & Educ,38
1998,LAS,French,38
1998,ACES,Agronomy,39
1998,ACES,Animal Sciences,39
1998,Engineering,Electrical Engineering,39
1998,Engineering,Nuclear Engineering,39
1998,ACES,ORN HORT,39
1998,Applied Health Sciences,"Recreation, Sport, and Tourism ",39
1998,Engineering,Agricultural Engineering,40
1998,Business,Business Administration,40
1998,LAS,Sociology,40
1998,Fine and Applied Arts,Architecture,41
1998,ACES,Food Science & Human Nutrition,41
1998,VetMed,VMS - Veterinary Pathobiology,41
1998,Business,INT'L MSBA,42
1998,LAS,Political Science,42
1998,Fine and Applied Arts,Theatre,42
1998,Fine and Applied Arts,UNCLASS,42
1998,Business,Computer Science,43
1998,LAS,Biophysics & Computnl Biology,44
1998,ACES,Nutritional Sciences,44
1998,LAS,Philosophy,44
1998,Business,Business Administration,45
1998,LAS,Neuroscience,45
1998,Business,Leisure Studies,46
1998,LAS,Molecular & Integrative Physi,46
1998,Engineering,Nuclear Engineering,46
1998,Applied Health Sciences,Leisure Studies,47
1998,Fine and Applied Arts,Urban Planning,47
1998,ACES,Agr & Environmental Cmc & Educ,48
1998,Business,Technical Systems Management,48
1998,ACES,Agr & Consumer Economics,50
1998,ACES,Speech & Hearing Science,50
1998,ACES,IRCE-CONS EC&F,50
1998,Media,Media Studies,51
1998,ACES,Agr & Consumer Economics,52
1998,Education,Early Childhood Education,52
1998,Business,Theatre,52
1998,Engineering,ENGR PHYS,52
1998,Fine and Applied Arts,MUS-VOICE,53
1998,Business,Accountancy,54
1998,Applied Life Sciences,Community Health,54
1998,Fine and Applied Arts,Dance,54
1998,ACES,Spanish,55
1998,LAS,Linguistics,55
1998,Applied Health Sciences,Kinesiology,56
1998,LAS,Microbiology,56
1998,Engineering,Theoretical & Applied Mechans,56
1998,ACES,Agr Engineering & Agr Science,58
1998,ACES,HORT -- P&M,58
1998,ACES,Agr & Consumer Economics,60
1998,ACES,Food Science & Human Nutrition,60
1998,LAS,Speech Communication,61
1998,ACES,Physics,62
1998,ACES,Agr & Consumer Economics,63
1998,ACES,Agricultural & Applied Econ,63
1998,ACES,Agricultural & Applied Econ,64
1998,Business,Economics,64
1998,ACES,Teaching of English Sec Lang,64
1998,Fine and Applied Arts,Art Education,65
1998,Engineering,ENV ENGR,65
1998,ACES,H DVL-FAM,66
1998,Social Work,Social Work,67
1998,Applied Health Sciences,Leisure Studies,68
1998,Engineering,Aero & Astro Engineering,69
1998,LAS,Chemical Engineering,70
1998,LAS,Anthropology,71
1998,Fine and Applied Arts,Art and Design,71
1998,Education,EDUC ELEMENTARY,72
1998,Business,Executive MBA Program,72
1998,Applied Health Sciences,HLTH EDUC,72
1998,Business,Theatre,73
1998,Engineering,Agricultural Engineering,77
1998,ACES,CFTM-CNSMR&TXTL,77
1998,Education,ED SEC&CON,77
1998,Education,Educ Voc Tech,77
1998,Fine and Applied Arts,Industrial Design,77
1998,Education,ED POL ST,79
1998,LAS,Biochemistry,80
1998,ACES,"Recreation, Sport, and Tourism ",80
1998,Media,Broadcast Journalism,81
1998,Education,Special Education,84
1998,Business,Economics,88
1998,Business,Business Administration,90
1998,Business,Business Administration,93
1998,ACES,HDFS-CH&AD DEV,94
1998,ACES,Animal Sciences,96
1998,Fine and Applied Arts,MUSIC(AMS),96
1998,ACES,Natural Resrcs & Environ Sci,98
1998,Education,Educational Psychology,100
1998,Fine and Applied Arts,Architecture,103
1998,LAS,Biology,103
1998,Labor and Industrial Relations,LAB&IN REL,104
1998,Fine and Applied Arts,Urban Planning,104
1998,Engineering,Materials Science & Engr,107
1998,ACES,Food Science & Human Nutrition,108
1998,Media,News-Editorial,108
1998,Business,Economics,109
1998,Fine and Applied Arts,Landscape Architecture,110
1998,Fine and Applied Arts,Graphic Design,112
1998,Applied Health Sciences,HLTH PL AD,115
1998,LAS,History,116
1998,Fine and Applied Arts,MUSIC-INST,117
1998,ACES,NRES-BIOL SCI,117
1998,Education,Ed Organization and Leadership,121
1998,Engineering,Industrial Engineering,124
1998,LAS,English,133
1998,LAS,Chemistry,135
1998,Fine and Applied Arts,Music,142
1998,ACES,Speech & Hearing Science,145
1998,Aviation,Professional Pilot,151
1998,LAS,Mathematics,155
1998,Engineering,MATSCI&ENG,161
1998,LAS,Psychology,166
1998,LAS,UNCM FR&SO,170
1998,Fine and Applied Arts,Art and Design,172
1998,iSchool,Library & Information Science,177
1998,ACES,Animal Sciences,183
1998,Social Work,Social Work,192
1998,Education,EDUC GEN,194
1998,LAS,UNCLASS,203
1998,LAS,TRANSITION,204
1998,LAS,BIOCH,210
1998,ACES,Physics,213
1998,Engineering,Mechanical Engineering,219
1998,Education,Elementary Education,221
1998,Engineering,Aero & Astro Engineering,223
1998,Business,Business Administration,228
1998,Media,Advertising,239
1998,LAS,PRE-MED,255
1998,ACES,Animal Sciences,261
1998,LAS,Chemistry,261
1998,Fine and Applied Arts,Music Education,261
1998,Engineering,Civil Engineering,263
1998,Business,Computer Science,313
1998,VetMed,Veterinary Medicine,363
1998,LAS,PRE-JOURN,367
1998,Business,Business Administration,394
1998,LAS,Chemical Engineering,397
1998,Engineering,GEN ENGR,414
1998,Applied Health Sciences,Kinesiology,421
1998,Business,Business Administration,441
1998,Engineering,Electrical Engineering,448
1998,Fine and Applied Arts,Architectural Studies,532
1998,Engineering,Civil Engineering,557
1998,Business,UNASSIGNED,560
1998,Law,Law,578
1998,Engineering,Computer Engineering,654
1998,Engineering,Computer Science,694
1998,Engineering,Mechanical Engineering,733
1998,Business,Finance,773
1998,Business,Accountancy,855
1998,Engineering,Electrical Engineering,859
1998,LAS,GEN CURR,2706
1999,ACES,Agr & Consumer Economics,1
1999,Engineering,Agricultural Engineering,1
1999,LAS,Classics,1
1999,Fine and Applied Arts,Crafts,1
1999,ACES,DIETETICS,1
1999,ACES,Teaching of Earth Science,1
1999,ACES,Teaching of Earth Science,1
1999,ACES,Teaching of Latin,1
1999,ACES,Secondary Education,1
1999,ACES,Teaching of Physics,1
1999,Business,Technical Systems Management,1
1999,Business,Finance,1
1999,ACES,Forestry,1
1999,ACES,Horticulture,1
1999,ACES,Horticulture,1
1999,Engineering,Industrial Engineering,1
1999,LAS,LAS TCH MATH,1
1999,ACES,Mechanical Agriculture,1
1999,Engineering,METAL ENGR,1
1999,Engineering,METAL ENGR,1
1999,Education,TCH ENGL IN MN,1
1999,Education,TCH PS CHEM,1
1999,LAS,TCH SOC ST,1
1999,ACES,Agricultural Engineering,2
1999,ACES,Agricultural Sciences,2
1999,Engineering,Computer Engineering,2
1999,Engineering,CER ENGR,2
1999,ACES,Teaching of Chemistry,2
1999,Engineering,ENGR PHYS,2
1999,ACES,Food Science & Human Nutrition,2
1999,ACES,Food Science & Human Nutrition,2
1999,Engineering,GEN ENGR,2
1999,ACES,HDFS,2
1999,Applied Health Sciences,PROG MANAG,2
1999,Education,UG NON-DEG,2
1999,ACES,Animal Sciences,3
1999,Fine and Applied Arts,Art and Design,3
1999,Engineering,Civil Engineering,3
1999,ACES,Teaching of French,3
1999,ACES,Teaching of German,3
1999,ACES,Food Science & Human Nutrition,3
1999,ACES,Forestry,3
1999,ACES,Forestry,3
1999,ACES,Natural Res & Env Sciences,3
1999,ACES,NRES - SOILS,3
1999,LAS,Portuguese,3
1999,Education,TCH SOC ST IN,3
1999,ACES,Agronomy,4
1999,Fine and Applied Arts,Architecture,4
1999,Fine and Applied Arts,Art and Design,4
1999,LAS,Chemical Physics,4
1999,ACES,Crop Sciences,4
1999,ACES,Teaching of Biological Science,4
1999,ACES,Teaching of Mathematics,4
1999,Engineering,ENGR NONDEGREE,4
1999,ACES,Food Science & Human Nutrition,4
1999,ACES,IRCE-E&NR MGMT,4
1999,LAS,LATIN AMER ST,4
1999,Engineering,MATSCI&ENG,4
1999,Fine and Applied Arts,Music History,4
1999,Education,TCH SOC ST OUT,4
1999,Fine and Applied Arts,Art and Design,5
1999,Fine and Applied Arts,Art and Design,5
1999,Business,Business Administration,5
1999,ACES,Crop Sciences,5
1999,Business,Theatre,5
1999,Engineering,GEN ENGR,5
1999,Engineering,Industrial Engineering,5
1999,iSchool,Library & Information Science,5
1999,LAS,REES,5
1999,ACES,REST MGMT,5
1999,LAS,TCH BIOL,5
1999,LAS,TCH ENGL,5
1999,Education,TCH ENGL OUT MN,5
1999,Engineering,Computer Science,6
1999,LAS,Classical Philology,6
1999,Education,Early Childhood Education,6
1999,Business,Technical Systems Management,6
1999,ACES,HORT--HORT SCI,6
1999,ACES,IRCE-INDCURRIC,6
1999,LAS,Italian,6
1999,Labor and Industrial Relations,LAB&IN REL,6
1999,Education,Secondary & Continuing Educ,6
1999,Engineering,Aero & Astro Engineering,7
1999,ACES,Agricultural Communications,7
1999,Engineering,Computer Science,7
1999,Engineering,Electrical Engineering,7
1999,ACES,HU DEV&FAM,7
1999,ACES,Agr & Environmental Cmc & Educ,8
1999,Fine and Applied Arts,Art and Design,8
1999,LAS,Classics,8
1999,Applied Health Sciences,MSPH IN C HLTH,8
1999,Education,Secondary & Continuing Educ,8
1999,ACES,Agr & Environmental Cmc & Educ,9
1999,ACES,Speech & Hearing Science,9
1999,Business,Theatre,9
1999,Education,Elementary Education,9
1999,ACES,Horticulture,9
1999,Applied Health Sciences,Rehabilitation,9
1999,Education,Secondary & Continuing Educ,9
1999,Social Work,Social Work,9
1999,Business,Accountancy,10
1999,ACES,Animal Sciences,10
1999,Fine and Applied Arts,Art and Design,10
1999,Education,Secondary & Continuing Educ,10
1999,Fine and Applied Arts,Art and Design,11
1999,Business,Theatre,11
1999,ACES,PLANT PATH,11
1999,LAS,Slavic Languages & Literature,11
1999,Social Work,Social Work,11
1999,Fine and Applied Arts,Dance,12
1999,Engineering,ENV SCI,12
1999,Applied Health Sciences,Kinesiology,12
1999,Fine and Applied Arts,MUSIC-COMP,12
1999,LAS,African American Studies,13
1999,LAS,Applied Mathematics,13
1999,Fine and Applied Arts,Art and Design,13
1999,Aviation,Nondegree,13
1999,ACES,Crop Sciences,14
1999,Applied Health Sciences,PARK & NR MGMT,14
1999,Engineering,Civil Engineering,15
1999,Business,Technical Systems Management,15
1999,Business,Finance,15
1999,ACES,ORN HORT,15
1999,ACES,Agr & Environmental Cmc & Educ,16
1999,ACES,Agricultural & Applied Econ,16
1999,Business,Teaching of Spanish,16
1999,Business,Accountancy,17
1999,Fine and Applied Arts,Regional Planning,18
1999,Social Work,Social Work,18
1999,Applied Life Sciences,Community Health,19
1999,Engineering,Computer Engineering,19
1999,Business,Business Administration,19
1999,Engineering,GEN ENGR,19
1999,Education,Special Education,19
1999,ACES,Agronomy,20
1999,ACES,Statistics,20
1999,Engineering,ENGR MECH,20
1999,ACES,Human & Community Development,20
1999,ACES,Animal Sciences,21
1999,LAS,Comparative Literature,21
1999,Engineering,Industrial Engineering,21
1999,VetMed,VMS - Veterinary Biosciences,21
1999,Business,Accountancy,22
1999,ACES,Animal Sciences,22
1999,Engineering,Electrical Engineering,22
1999,ACES,Food Science & Human Nutrition,22
1999,ACES,Food Science & Human Nutrition,23
1999,Media,Journalism,23
1999,ACES,Crop Sciences,24
1999,LAS,German,24
1999,ACES,Forestry,25
1999,Media,Advertising,26
1999,ACES,"IRCE-POL,TRD,DV",26
1999,LAS,Plant Biology,26
1999,Fine and Applied Arts,Art History,27
1999,LAS,Geology,27
1999,LAS,Astronomy,28
1999,LAS,Geology,28
1999,ACES,H DVL-FAM,28
1999,iSchool,Library & Information Science,29
1999,VetMed,VMS-Veterinary Clinical Medcne,29
1999,Business,Business Administration,30
1999,ACES,CFTM-MKT&PRICE,30
1999,LAS,Atmospheric Sciences,31
1999,Business,INT'L MSBA,31
1999,Fine and Applied Arts,Art and Design,32
1999,Business,Theatre,32
1999,LAS,Entomology,32
1999,ACES,Food Science & Human Nutrition,32
1999,Applied Health Sciences,"Recreation, Sport, and Tourism ",32
1999,Fine and Applied Arts,Crafts,33
1999,ACES,Crop Sciences,33
1999,ACES,Crop Sciences,33
1999,Fine and Applied Arts,Landscape Architecture,33
1999,Fine and Applied Arts,Music Education,33
1999,Media,Communication,34
1999,LAS,Asian Studies,34
1999,Business,CBA NON-DEGREE,34
1999,LAS,Geography,34
1999,Social Work,Social Work,34
1999,Fine and Applied Arts,Architecture,35
1999,Fine and Applied Arts,Art History,35
1999,Business,Business Administration,35
1999,Engineering,Mechanical Engineering,35
1999,Fine and Applied Arts,PERFORM ST,35
1999,Fine and Applied Arts,UNCLASS,35
1999,ACES,Agr & Environmental Cmc & Educ,36
1999,LAS,French,37
1999,ACES,Agricultural & Applied Econ,38
1999,Fine and Applied Arts,Art Education,38
1999,Law,Law,38
1999,Engineering,Nuclear Engineering,39
1999,ACES,Nutritional Sciences,39
1999,ACES,Crop Sciences,40
1999,Applied Health Sciences,Leisure Studies,41
1999,LAS,Neuroscience,41
1999,LAS,Philosophy,41
1999,Business,Leisure Studies,42
1999,LAS,Molecular & Integrative Physi,42
1999,LAS,Political Science,42
1999,ACES,Food Science & Human Nutrition,44
1999,Engineering,Agricultural Engineering,45
1999,Business,Business Administration,45
1999,iSchool,Library & Information Science,45
1999,Engineering,Nuclear Engineering,45
1999,LAS,Sociology,45
1999,Fine and Applied Arts,Theatre,45
1999,ACES,Agr & Consumer Economics,46
1999,ACES,Food Science & Human Nutrition,46
1999,VetMed,VMS - Veterinary Pathobiology,46
1999,Business,Accountancy,48
1999,LAS,Biophysics & Computnl Biology,49
1999,Education,Early Childhood Education,49
1999,ACES,Spanish,49
1999,LAS,Linguistics,49
1999,Fine and Applied Arts,MUS-VOICE,49
1999,ACES,NRES-SOC SCI,49
1999,LAS,Speech Communication,50
1999,LAS,CELL & STR BIOL,51
1999,ACES,Speech & Hearing Science,51
1999,Business,Theatre,51
1999,ACES,Agr & Consumer Economics,52
1999,Business,Computer Science,52
1999,Business,Technical Systems Management,52
1999,Media,Media Studies,52
1999,Fine and Applied Arts,Urban Planning,52
1999,Applied Life Sciences,Community Health,54
1999,Business,Executive MBA Program,54
1999,LAS,Microbiology,54
1999,Applied Health Sciences,Kinesiology,56
1999,Business,Finance,57
1999,ACES,Agr & Environmental Cmc & Educ,58
1999,ACES,Physics,58
1999,ACES,HDFS-FS,58
1999,ACES,Agr Engineering & Agr Science,59
1999,LAS,Biology,59
1999,Business,Economics,59
1999,Fine and Applied Arts,Dance,60
1999,Engineering,ENGR PHYS,61
1999,Engineering,Theoretical & Applied Mechans,61
1999,Business,Business Administration,62
1999,LAS,Anthropology,64
1999,Engineering,ENV ENGR,64
1999,ACES,Agr & Consumer Economics,66
1999,Engineering,Agricultural Engineering,68
1999,Fine and Applied Arts,Art and Design,68
1999,Engineering,Aero & Astro Engineering,69
1999,ACES,Agr & Consumer Economics,74
1999,LAS,Chemical Engineering,74
1999,ACES,Food Science & Human Nutrition,74
1999,Applied Health Sciences,Leisure Studies,74
1999,ACES,Animal Sciences,76
1999,LAS,Biochemistry,77
1999,Media,Broadcast Journalism,77
1999,Education,Educ Voc Tech,77
1999,ACES,IRCE-CONS EC&F,77
1999,Education,Special Education,77
1999,ACES,Agr & Consumer Economics,79
1999,Education,ED POL ST,80
1999,Education,ED SEC&CON,80
1999,ACES,Teaching of English Sec Lang,83
1999,Fine and Applied Arts,Industrial Design,83
1999,ACES,CFTM-CNSMR&TXTL,84
1999,Education,EDUC ELEMENTARY,84
1999,Fine and Applied Arts,Art Education,87
1999,Applied Health Sciences,HLTH EDUC,87
1999,Fine and Applied Arts,MUSIC(AMS),87
1999,ACES,HORT -- P&M,89
1999,Business,Economics,93
1999,ACES,"Recreation, Sport, and Tourism ",93
1999,ACES,Animal Sciences,98
1999,Education,Educational Psychology,98
1999,Business,Economics,100
1999,Business,Business Administration,101
1999,Fine and Applied Arts,Architecture,104
1999,Fine and Applied Arts,Landscape Architecture,104
1999,ACES,Food Science & Human Nutrition,105
1999,Engineering,Materials Science & Engr,105
1999,LAS,History,106
1999,Applied Health Sciences,HLTH PL AD,106
1999,Fine and Applied Arts,Graphic Design,109
1999,Fine and Applied Arts,MUSIC-INST,109
1999,Education,Ed Organization and Leadership,112
1999,ACES,Natural Resrcs & Environ Sci,112
1999,ACES,HDFS-CH&AD DEV,113
1999,LAS,English,115
1999,Fine and Applied Arts,Urban Planning,116
1999,Engineering,Industrial Engineering,121
1999,Labor and Industrial Relations,HR & IND RELS,123
1999,Media,News-Editorial,124
1999,LAS,Chemistry,134
1999,ACES,NRES-BIOL SCI,137
1999,ACES,Speech & Hearing Science,142
1999,Fine and Applied Arts,Music,146
1999,Fine and Applied Arts,Art and Design,158
1999,LAS,Psychology,159
1999,Aviation,Professional Pilot,170
1999,LAS,Mathematics,171
1999,ACES,Animal Sciences,174
1999,iSchool,Library & Information Science,177
1999,LAS,BIOCH,180
1999,LAS,UNCM FR&SO,181
1999,Engineering,MATSCI&ENG,189
1999,ACES,Animal Sciences,190
1999,LAS,UNCLASS,200
1999,LAS,TRANSITION,201
1999,Social Work,Social Work,224
1999,ACES,Physics,227
1999,Engineering,Mechanical Engineering,229
1999,Education,Elementary Education,253
1999,Engineering,Civil Engineering,256
1999,LAS,PRE-MED,258
1999,Fine and Applied Arts,Music Education,260
1999,Media,Advertising,265
1999,LAS,Chemistry,266
1999,Engineering,Aero & Astro Engineering,267
1999,Education,EDUC GEN,293
1999,Business,Business Administration,330
1999,Business,Computer Science,332
1999,Business,Business Administration,346
1999,VetMed,Veterinary Medicine,378
1999,Business,Business Administration,382
1999,LAS,Chemical Engineering,394
1999,Applied Health Sciences,Kinesiology,395
1999,Engineering,GEN ENGR,403
1999,LAS,PRE-JOURN,424
1999,Engineering,Electrical Engineering,437
1999,Engineering,Civil Engineering,517
1999,Fine and Applied Arts,Architectural Studies,535
1999,Business,UNASSIGNED,577
1999,Law,Law,583
1999,Engineering,Mechanical Engineering,665
1999,Engineering,Computer Engineering,762
1999,Engineering,Computer Science,764
1999,Business,Accountancy,790
1999,Engineering,Electrical Engineering,816
1999,Business,Finance,873
1999,LAS,GEN CURR,2838
2000,ACES,Agr & Consumer Economics,1
2000,ACES,Agricultural & Applied Econ,1
2000,Engineering,Civil Engineering,1
2000,Fine and Applied Arts,Crafts,1
2000,ACES,Crop Sciences,1
2000,ACES,Statistics,1
2000,ACES,Teaching of German,1
2000,ACES,Teaching of Latin,1
2000,Business,Technical Systems Management,1
2000,Engineering,ENGR MECH,1
2000,Engineering,ENGR PHYS,1
2000,Business,Finance,1
2000,ACES,Food Science & Human Nutrition,1
2000,ACES,Food Science & Human Nutrition,1
2000,ACES,Food Science & Human Nutrition,1
2000,ACES,H DVL-FAM,1
2000,ACES,Horticulture,1
2000,ACES,INTRSRCCNSECON,1
2000,Labor and Industrial Relations,LAB&IN REL,1
2000,iSchool,Library & Information Science,1
2000,Engineering,MATSCI&ENG,1
2000,Engineering,METAL ENGR,1
2000,Fine and Applied Arts,MUSIC-OPEN,1
2000,ACES,ORN HORT,1
2000,ACES,REST MGMT,1
2000,LAS,TCH ENGL,1
2000,Engineering,Agricultural Engineering,2
2000,Engineering,CER ENGR,2
2000,ACES,Crop Sciences,2
2000,ACES,Teaching of Earth Science,2
2000,ACES,Teaching of Mathematics,2
2000,ACES,Forestry,2
2000,Engineering,Industrial Engineering,2
2000,ACES,Nondegree,2
2000,Education,UG NON-DEG,2
2000,VetMed,VP SCHOLARS,2
2000,LAS,Actuarial Science,3
2000,Engineering,Aero & Astro Engineering,3
2000,Fine and Applied Arts,Art and Design,3
2000,Fine and Applied Arts,Art and Design,3
2000,Business,Business Administration,3
2000,ACES,Crop Sciences,3
2000,ACES,Teaching of Biological Science,3
2000,Business,Theatre,3
2000,ACES,Forestry,3
2000,LAS,Italian,3
2000,ACES,NRES - SOILS,3
2000,LAS,Portuguese,3
2000,Fine and Applied Arts,Architecture,4
2000,Engineering,Computer Science,4
2000,Business,Business Administration,4
2000,LAS,Classical Philology,4
2000,LAS,E Asian Languages & Cultures,4
2000,ACES,Teaching of Chemistry,4
2000,Engineering,GEN ENGR,4
2000,Engineering,Industrial Engineering,4
2000,iSchool,Library & Information Science,4
2000,LAS,REES,4
2000,Social Work,Social Work,4
2000,Fine and Applied Arts,Art and Design,5
2000,Engineering,Computer Engineering,5
2000,Engineering,Computer Science,5
2000,Business,Technical Systems Management,5
2000,Engineering,GEN ENGR,5
2000,ACES,HU DEV&FAM,5
2000,LAS,LATIN AMER ST,5
2000,ACES,PLANT PATH,5
2000,Fine and Applied Arts,Art and Design,6
2000,LAS,Chemical Physics,6
2000,Engineering,Electrical Engineering,6
2000,ACES,Horticulture,6
2000,Engineering,Mechanical Engineering,6
2000,LAS,Classics,7
2000,Education,Early Childhood Education,7
2000,Business,Theatre,7
2000,Fine and Applied Arts,Music History,7
2000,Education,Secondary & Continuing Educ,7
2000,Education,Secondary & Continuing Educ,7
2000,ACES,Animal Sciences,8
2000,LAS,Biology,8
2000,ACES,IRCE-E&NR MGMT,8
2000,ACES,IRCE-INDCURRIC,8
2000,Applied Health Sciences,MSPH IN C HLTH,8
2000,Fine and Applied Arts,MUSIC-COMP,8
2000,ACES,NRES-ENV S W,8
2000,ACES,NRES-F & W CONS,8
2000,LAS,Slavic Languages & Literature,8
2000,Business,Accountancy,9
2000,ACES,Agr & Environmental Cmc & Educ,9
2000,ACES,Agronomy,9
2000,ACES,Animal Sciences,9
2000,Fine and Applied Arts,Art and Design,9
2000,Fine and Applied Arts,Art and Design,9
2000,Engineering,Civil Engineering,9
2000,ACES,Teaching of French,9
2000,Engineering,ENV SCI,9
2000,Applied Health Sciences,Rehabilitation,9
2000,Fine and Applied Arts,Art and Design,10
2000,Fine and Applied Arts,Art and Design,10
2000,ACES,Food Science & Human Nutrition,10
2000,ACES,HORT--HORT SCI,10
2000,Aviation,Nondegree,10
2000,Applied Health Sciences,PARK & NR MGMT,10
2000,Education,Secondary & Continuing Educ,10
2000,Education,Secondary & Continuing Educ,10
2000,Engineering,Aero & Astro Engineering,11
2000,LAS,African American Studies,11
2000,LAS,Applied Mathematics,11
2000,Social Work,Social Work,11
2000,ACES,Agr & Environmental Cmc & Educ,12
2000,ACES,Speech & Hearing Science,12
