Fall,College,Major Name,Total
2002,ACES,Natural Resrcs & Environ Sci,143
2002,LAS,BIOCH,159
2002,Fine and Applied Arts,Art and Design,160
2002,Fine and Applied Arts,Architecture,161
2002,ACES,"Recreation, Sport, and Tourism ",166
2002,Labor and Industrial Relations,HR & IND RELS,166
2002,LAS,UNCLASS,170
2002,Applied Health Sciences,HLTH PL AD,172
2002,LAS,Psychology,174
2002,LAS,Mathematics,175
2002,LAS,UNCM FR&SO,180
2002,Engineering,MATSCI&ENG,187
2002,Aviation,Aviation Human Factors,188
2002,LAS,Biology,192
2002,ACES,Speech & Hearing Science,201
2002,LAS,TRANSITION,206
2002,LAS,PRE-MED,213
2002,Social Work,Social Work,217
2002,Fine and Applied Arts,Music Education,223
2002,iSchool,Library & Information Science,230
2002,ACES,Physics,231
2002,Engineering,Mechanical Engineering,243
2002,Business,Business Administration,264
2002,LAS,Chemistry,265
2002,Education,EDUC GEN,280
2002,Media,Advertising,283
2002,LAS,Chemical Engineering,303
2002,Education,Elementary Education,315
2002,Engineering,Civil Engineering,323
2002,ACES,Animal Sciences,329
2002,Engineering,Aero & Astro Engineering,337
2002,Business,Business Administration,341
2002,Applied Health Sciences,Kinesiology,397
2002,Business,Business Administration,403
2002,VetMed,Veterinary Medicine,405
2002,Business,Computer Science,448
2002,Business,UNASSIGNED,455
2002,Engineering,Civil Engineering,464
2002,LAS,Biology,483
2002,Engineering,GEN ENGR,490
2002,Fine and Applied Arts,Architectural Studies,513
2002,LAS,PRE-JOURN,544
2002,Engineering,Electrical Engineering,545
2002,Engineering,Mechanical Engineering,626
2002,Law,Law,649
2002,Engineering,Electrical Engineering,742
2002,Business,Accountancy,796
2002,Engineering,Computer Engineering,816
2002,Engineering,Computer Science,857
2002,Business,Finance,883
2002,LAS,GEN CURR,2075
2003,ACES,Agricultural & Applied Econ,1
2003,Fine and Applied Arts,Art and Design,1
2003,Engineering,Civil Engineering,1
2003,Education,BUS EDUC,1
2003,Business,Business Administration,1
2003,ACES,Teaching of Physics,1
2003,Business,Technical Systems Management,1
2003,Engineering,ENGR MECH,1
2003,Engineering,ENGR PHYS,1
2003,ACES,Food Science & Human Nutrition,1
2003,ACES,Food Science & Human Nutrition,1
2003,ACES,Horticulture,1
2003,Engineering,Industrial Engineering,1
2003,iSchool,Library & Information Science,1
2003,iSchool,Library & Information Science,1
2003,Education,UG NON-DEG,1
2003,Engineering,Aero & Astro Engineering,2
2003,ACES,Animal Sciences,2
2003,Engineering,Computer Engineering,2
2003,ACES,Crop Sciences,2
2003,Engineering,ENGR MECH,2
2003,ACES,Horticulture,2
2003,ACES,Horticulture,2
2003,ACES,IRCE-E&NR MGMT,2
2003,Fine and Applied Arts,Landscape Architecture,2
2003,iSchool,Library & Information Science,2
2003,Engineering,MATSCI&ENG,2
2003,ACES,NRES-BIOL SCI,2
2003,Education,XMURAL,2
2003,Engineering,Civil Engineering,3
2003,LAS,Classics,3
2003,Business,Business Administration,3
2003,ACES,Crop Sciences,3
2003,Education,Early Childhood Education,3
2003,ACES,Statistics,3
2003,ACES,Teaching of Mathematics,3
2003,ACES,Forestry,3
2003,Engineering,GEN ENGR,3
2003,LAS,Italian,3
2003,LAS,LATIN AMER ST,3
2003,iSchool,Library & Information Science,3
2003,Engineering,MATSCI&ENG,3
2003,LAS,Portuguese,3
2003,Social Work,Social Work,3
2003,Social Work,Social Work,3
2003,Engineering,Aero & Astro Engineering,4
2003,Fine and Applied Arts,Architecture,4
2003,Fine and Applied Arts,Art and Design,4
2003,Engineering,Computer Engineering,4
2003,ACES,Teaching of Biological Science,4
2003,Business,Theatre,4
2003,Engineering,Mechanical Engineering,4
2003,Education,Secondary & Continuing Educ,4
2003,LAS,Slavic Languages & Literature,4
2003,LAS,African American Studies,5
2003,Fine and Applied Arts,Art and Design,5
2003,Engineering,Computer Science,5
2003,Business,Computer Science,5
2003,LAS,CHEM E NUS,5
2003,ACES,Crop Sciences,5
2003,ACES,Teaching of French,5
2003,ACES,Teaching of Latin,5
2003,ACES,Forestry,5
2003,Engineering,GEN ENGR,5
2003,ACES,HORT--HORT SCI,5
2003,Applied Health Sciences,MSPH IN C HLTH,5
2003,Aviation,Nondegree,5
2003,Fine and Applied Arts,Art and Design,6
2003,LAS,Chemical Physics,6
2003,Engineering,Electrical Engineering,6
2003,Business,Executive MBA Program,6
2003,ACES,Forestry,6
2003,ACES,NRES-SOC SCI,6
2003,Applied Health Sciences,Rehabilitation,6
2003,Education,Secondary & Continuing Educ,6
2003,ACES,Agr & Environmental Cmc & Educ,7
2003,Fine and Applied Arts,Art and Design,7
2003,Fine and Applied Arts,Music History,7
2003,Fine and Applied Arts,MUSIC-OPEN,7
2003,LAS,REES,7
2003,LAS,Asian Studies,8
2003,LAS,Biology,8
2003,LAS,Classical Philology,8
2003,Engineering,Electrical Engineering,8
2003,LAS,Geology,8
2003,Applied Health Sciences,PARK & NR MGMT,8
2003,Business,Theatre,9
2003,ACES,IRCE-INDCURRIC,9
2003,Education,Secondary & Continuing Educ,9
2003,ACES,Agr & Environmental Cmc & Educ,10
2003,Fine and Applied Arts,Architecture,10
2003,Fine and Applied Arts,Art and Design,10
2003,Business,Theatre,10
2003,Engineering,ENV SCI,10
2003,Fine and Applied Arts,Art and Design,11
2003,ACES,Crop Sciences,11
2003,ACES,Teaching of Chemistry,11
2003,Education,Secondary & Continuing Educ,11
2003,ACES,Agr & Environmental Cmc & Educ,12
2003,Engineering,Systems & Entrepreneurial Engr,12
2003,Fine and Applied Arts,Dance,13
2003,Business,Technical Systems Management,13
2003,iSchool,Library & Information Science,13
2003,Fine and Applied Arts,MUSIC-COMP,13
2003,LAS,Applied Mathematics,14
2003,Fine and Applied Arts,Art and Design,14
2003,Engineering,Computer Science,14
2003,ACES,NRES-ENV S W,14
2003,ACES,CFTM-CNSMR&TXTL,15
2003,Business,Computer Science,16
2003,Engineering,Mechanical Engineering,17
2003,ACES,Nondegree,17
2003,LAS,Biology,18
2003,ACES,Speech & Hearing Science,18
2003,VetMed,VMS - Veterinary Biosciences,18
2003,LAS,Actuarial Science,19
2003,LAS,German,19
2003,Business,Accountancy,20
2003,ACES,Animal Sciences,20
2003,ACES,Animal Sciences,20
2003,Education,Elementary Education,20
2003,Fine and Applied Arts,Music Education,20
2003,Business,Finance,21
2003,LAS,Biology,22
2003,LAS,Molecular and Cellular Biology,22
2003,LAS,Plant Biology,22
2003,Social Work,Social Work,22
2003,LAS,Creative Writing,23
2003,LAS,E Asian Languages & Cultures,23
2003,Applied Health Sciences,REHAB STUDIES,23
2003,Fine and Applied Arts,Art and Design,24
2003,LAS,Comparative Literature,24
2003,ACES,Statistics,24
2003,Business,Teaching of Spanish,24
2003,Engineering,Industrial Engineering,24
2003,Fine and Applied Arts,PERFORM ST,25
2003,Fine and Applied Arts,Art Education,26
2003,Fine and Applied Arts,Art History,26
2003,LAS,Astronomy,26
2003,ACES,Human & Community Development,26
2003,ACES,Crop Sciences,27
2003,LAS,French,28
2003,Applied Life Sciences,Community Health,29
2003,Business,Computer Science,29
2003,Business,Leisure Studies,29
2003,Media,Journalism,29
2003,Fine and Applied Arts,MUS-VOICE,29
2003,Fine and Applied Arts,UNCLASS,29
2003,Fine and Applied Arts,Art History,30
2003,Fine and Applied Arts,Crafts,32
2003,Law,Law,32
2003,Fine and Applied Arts,Regional Planning,32
2003,Business,Accountancy,33
2003,ACES,Crop Sciences,33
2003,Applied Health Sciences,Kinesiology,33
2003,ACES,NRES-SOC SCI,33
2003,ACES,Agr & Environmental Cmc & Educ,34
2003,Applied Health Sciences,"Recreation, Sport, and Tourism ",34
2003,Media,Advertising,35
2003,Business,Business Administration,35
2003,Business,Theatre,35
2003,ACES,Food Science & Human Nutrition,35
2003,Fine and Applied Arts,Landscape Architecture,35
2003,ACES,NRES-F & W CONS,35
2003,LAS,Biology,36
2003,VetMed,VMS - Veterinary Pathobiology,36
2003,VetMed,VMS-Veterinary Clinical Medcne,36
2003,ACES,"IRCE-POL,TRD,DV",37
2003,LAS,Entomology,38
2003,LAS,Geology,38
2003,Business,Business Administration,39
2003,Business,Executive MBA Program,39
2003,LAS,Philosophy,39
2003,ACES,Agr Engineering & Agr Science,40
2003,LAS,Geography,40
2003,LAS,Molecular & Integrative Physi,40
2003,LAS,Atmospheric Sciences,41
2003,Fine and Applied Arts,Theatre,42
2003,Engineering,Agricultural Engineering,43
2003,Fine and Applied Arts,Architecture,44
2003,ACES,Nutritional Sciences,44
2003,LAS,Political Science,44
2003,Engineering,GEN ENGR,45
2003,Business,INT'L MSBA,45
2003,Applied Health Sciences,Kinesiology,45
2003,Business,BUS NON-DEGREE,46
2003,ACES,Agr & Consumer Economics,47
2003,iSchool,Library & Information Science,47
2003,LAS,Sociology,47
2003,Fine and Applied Arts,Art and Design,48
2003,Business,Business Administration,48
2003,ACES,Food Science & Human Nutrition,49
2003,Fine and Applied Arts,Dance,51
2003,ACES,Speech & Hearing Science,51
2003,Social Work,Social Work,51
2003,Engineering,Agricultural Engineering,52
2003,Engineering,Nuclear Engineering,52
2003,ACES,Agr & Consumer Economics,53
2003,iSchool,Library & Information Science,53
2003,LAS,Neuroscience,53
2003,ACES,NRES-BIOL SCI,53
2003,Business,Accountancy,54
2003,Media,Communication,54
2003,ACES,HORT -- P&M,54
2003,LAS,Speech Communication,54
2003,ACES,HDFS-FS,56
2003,ACES,Food Science & Human Nutrition,57
2003,Fine and Applied Arts,Urban Planning,57
2003,ACES,Spanish,58
2003,ACES,Food Science & Human Nutrition,59
2003,Education,Special Education,59
2003,Education,Early Childhood Education,60
2003,ACES,Teaching of English Sec Lang,60
2003,Applied Health Sciences,Kinesiology,60
2003,LAS,Microbiology,60
2003,Business,Economics,62
2003,Engineering,ENGR MECH,62
2003,Media,Broadcast Journalism,63
2003,ACES,Crop Sciences,64
2003,Applied Health Sciences,Leisure Studies,65
2003,Engineering,Industrial Engineering,66
2003,Engineering,Theoretical & Applied Mechans,66
2003,LAS,Biophysics & Computnl Biology,67
2003,Business,Business Administration,67
2003,ACES,Natural Res & Env Sciences,67
2003,LAS,Anthropology,68
2003,LAS,CELL & STR BIOL,68
2003,Business,Theatre,70
2003,Engineering,ENV ENGR,70
2003,Applied Health Sciences,HLTH EDUC,70
2003,LAS,Linguistics,71
2003,Applied Life Sciences,Community Health,72
2003,Fine and Applied Arts,Art Education,72
2003,Business,Economics,72
2003,ACES,Agr & Environmental Cmc & Educ,73
2003,Aviation,Professional Pilot,73
2003,Business,Technical Systems Management,74
2003,Engineering,Nuclear Engineering,74
2003,Fine and Applied Arts,Industrial Design,75
2003,Education,Special Education,75
2003,ACES,Physics,77
2003,ACES,Agr & Consumer Economics,78
2003,Engineering,ENGR NONDEGREE,78
2003,LAS,Biochemistry,81
2003,Fine and Applied Arts,Graphic Design,81
2003,Engineering,Aero & Astro Engineering,82
2003,Business,Accountancy,83
2003,Business,Accountancy,84
2003,ACES,Agr & Consumer Economics,84
2003,Business,Business Administration,86
2003,Education,Educ Voc Tech,86
2003,Business,Computer Science,87
2003,ACES,IRCE-CONS EC&F,87
2003,Education,EDUC ELEMENTARY,88
2003,Business,Economics,89
2003,Engineering,ENGR PHYS,90
2003,ACES,Food Science & Human Nutrition,92
2003,Media,Media Studies,94
2003,ACES,Animal Sciences,95
2003,ACES,Food Science & Human Nutrition,97
2003,Business,Accountancy,98
2003,ACES,Agr & Consumer Economics,98
2003,LAS,History,99
2003,LAS,Chemistry,101
2003,Education,ED SEC&CON,101
2003,ACES,Animal Sciences,103
2003,Applied Health Sciences,Leisure Studies,103
2003,Business,Finance,104
2003,Fine and Applied Arts,MUSIC-INST,104
2003,Media,News-Editorial,110
2003,LAS,Chemical Engineering,111
2003,Education,ED POL ST,112
2003,Fine and Applied Arts,Urban Planning,115
2003,Fine and Applied Arts,Landscape Architecture,116
2003,Fine and Applied Arts,MUSIC(AMS),116
2003,ACES,CTM-CNSMR&TXTL,119
2003,LAS,English,128
2003,Education,Educational Psychology,136
2003,ACES,Natural Resrcs & Environ Sci,137
2003,ACES,HDFS-CH&AD DEV,138
2003,LAS,UNCLASS,142
2003,Fine and Applied Arts,Music,148
2003,ACES,"Recreation, Sport, and Tourism ",153
2003,Business,Business Administration,157
2003,LAS,Biology,158
2003,Engineering,Materials Science & Engr,158
2003,Labor and Industrial Relations,HR & IND RELS,162
2003,Education,Ed Organization and Leadership,165
2003,LAS,Mathematics,165
2003,Fine and Applied Arts,Art and Design,167
2003,Fine and Applied Arts,Architecture,169
2003,LAS,BIOCH,169
2003,Aviation,Aviation Human Factors,175
2003,Applied Health Sciences,HLTH PL AD,178
2003,LAS,Psychology,193
2003,iSchool,Library & Information Science,195
2003,LAS,UNCM FR&SO,196
2003,Fine and Applied Arts,Music Education,200
2003,LAS,TRANSITION,206
2003,Engineering,MATSCI&ENG,210
2003,ACES,Speech & Hearing Science,216
2003,Social Work,Social Work,220
2003,Engineering,Mechanical Engineering,248
2003,ACES,Physics,273
2003,Media,Advertising,278
2003,Education,Elementary Education,289
2003,LAS,Chemistry,290
2003,Education,EDUC GEN,292
2003,LAS,Chemical Engineering,302
2003,LAS,PRE-MED,303
2003,Engineering,Civil Engineering,325
2003,Business,Business Administration,326
2003,Engineering,Aero & Astro Engineering,329
2003,ACES,Animal Sciences,331
2003,Business,Computer Science,340
2003,Business,Business Administration,390
2003,VetMed,Veterinary Medicine,403
2003,Applied Health Sciences,Kinesiology,406
2003,Business,UNASSIGNED,432
2003,Engineering,Civil Engineering,466
2003,Fine and Applied Arts,Architectural Studies,529
2003,Engineering,GEN ENGR,548
2003,Engineering,Electrical Engineering,573
2003,LAS,PRE-JOURN,593
2003,LAS,Biology,598
2003,Law,Law,662
2003,Engineering,Mechanical Engineering,685
2003,Engineering,Computer Engineering,750
2003,Engineering,Computer Science,761
2003,Business,Finance,800
2003,Engineering,Electrical Engineering,836
2003,Business,Accountancy,859
2003,LAS,GEN CURR,2090
2004,ACES,Agricultural Economics,1
2004,ACES,Animal Sciences,1
2004,ACES,Animal Sciences,1
2004,Fine and Applied Arts,Art and Design,1
2004,LAS,Biochemistry,1
2004,Engineering,Bioengineering,1
2004,Engineering,Bioengineering,1
2004,LAS,Biophysics,1
2004,LAS,Biophysics & Computnl Biology,1
2004,Business,Business Administration,1
2004,LAS,Chemistry,1
2004,LAS,Classics,1
2004,LAS,Classics,1
2004,ACES,Consumer and Textile Marketing,1
2004,Fine and Applied Arts,Crafts,1
2004,Education,Early Childhood Education,1
2004,Education,Early Childhood Education,1
2004,Education,Early Childhood Education,1
2004,Education,Early Childhood Education,1
2004,Education,Early Childhood Education,1
2004,Education,Ed Organization and Leadership,1
2004,Education,Ed Organization and Leadership,1
2004,Education,Educational Policy Studies,1
2004,Education,Educational Policy Studies,1
2004,Education,Educational Psychology,1
2004,Education,Educational Psychology,1
2004,Education,Elementary Education,1
2004,Education,Elementary Education,1
2004,Education,Elementary Education,1
2004,LAS,English,1
2004,LAS,Entomology,1
2004,Business,Executive MBA Program,1
2004,Education,Anthropology,1
2004,Education,Anthropology,1
2004,ACES,Forestry,1
2004,Engineering,General Engineering,1
2004,LAS,Geography,1
2004,LAS,Geology,1
2004,LAS,Geology,1
2004,LAS,German,1
2004,LAS,Germanic Lang & Lit,1
2004,LAS,Germanic Lang & Lit,1
2004,LAS,Individual Plans of Study,1
2004,LAS,Interdisciplinary,1
2004,LAS,Italian,1
2004,LAS,Mathematics,1
2004,LAS,Molecular & Integrative Physi,1
2004,Fine and Applied Arts,Music,1
2004,LAS,Music,1
2004,ACES,Natural Res & Env Sciences,1
2004,ACES,Natural Resrcs & Environ Sci,1
2004,ACES,Natural Resrcs & Environ Sci,1
2004,ACES,Nondegree,1
2004,Aviation,Nondegree,1
2004,LN,Nondegree,1
2004,LAS,Portuguese,1
2004,LAS,Portuguese,1
2004,LAS,Psychology,1
2004,LAS,Religious Studies,1
2004,LAS,Religious Studies,1
2004,LAS,Rhetoric,1
2004,Education,Secondary & Continuing Educ,1
2004,Education,Secondary & Continuing Educ,1
2004,LAS,Slavic Languages & Literature,1
2004,LAS,Slavic Languages & Literature,1
2004,LAS,Sociology,1
2004,LAS,Spanish,1
2004,LAS,Spanish,1
2004,Education,Special Education,1
2004,LAS,Teaching of English Sec Lang,1
2004,LAS,Teaching of German,1
2004,LAS,Teaching of Latin,1
2004,LAS,Teaching of Mathematics,1
2004,Fine and Applied Arts,Theatre,1
2004,Fine and Applied Arts,Theatre,1
2004,VetMed,VMS - Veterinary Pathobiology,1
2004,LAS,Biochemistry,2
2004,LAS,Chemistry,2
2004,Engineering,Civil Engineering,2
2004,ACES,Crop Sciences,2
2004,ACES,Crop Sciences,2
2004,Education,Early Childhood Education,2
2004,Education,Early Childhood Education,2
2004,Education,Early Childhood Education,2
2004,Education,Early Childhood Education,2
2004,Education,Elementary Education,2
2004,Education,Elementary Education,2
2004,Education,Elementary Education,2
2004,Education,Elementary Education,2
2004,Business,Finance,2
2004,Education,Anthropology,2
2004,LAS,French,2
2004,LAS,Geology,2
2004,LAS,Germanic Lang & Lit,2
2004,LAS,Germanic Lang & Lit,2
2004,Law,Law,2
2004,Applied Health Sciences,Leisure Studies,2
2004,LAS,Microbiology,2
2004,Applied Health Sciences,Nondegree,2
2004,Media,Nondegree,2
2004,Engineering,Physics,2
2004,LAS,Physics,2
2004,LAS,Religious Studies,2
2004,Education,Secondary & Continuing Educ,2
2004,Education,Special Education,2
2004,LAS,Speech Communication,2
2004,Engineering,Systems & Entrepreneurial Engr,2
2004,LAS,Teaching of Biological Science,2
2004,Fine and Applied Arts,Urban Planning,2
2004,Fine and Applied Arts,Architecture,3
2004,Fine and Applied Arts,Architecture,3
2004,LAS,Classics,3
2004,Engineering,Computer Science,3
2004,Fine and Applied Arts,Creative Writing,3
2004,Education,Early Childhood Education,3
2004,LAS,"Ecology, Ethology, & Evolution ",3
2004,Education,Educ Voc Tech,3
2004,Education,Elementary Education,3
2004,Education,Elementary Education,3
2004,Education,Accountancy,3
2004,LAS,Geography,3
2004,LAS,Geology,3
2004,LAS,Individual Plans of Study,3
2004,LAS,Interdisciplinary,3
2004,ACES,"Intl, Resource, Consumer Econ ",3
2004,LAS,Italian,3
2004,Law,Law,3
2004,iSchool,Library & Information Science,3
2004,Engineering,Materials Science & Engr,3
2004,Fine and Applied Arts,Music,3
2004,Graduate,Nondegree,3
2004,LN,Nondegree,3
2004,LAS,Philosophy,3
2004,LAS,Psychology,3
2004,LAS,Russian & E European Studies,3
2004,LAS,Russian Lang & Literature,3
2004,LAS,Teaching of Latin,3
2004,Fine and Applied Arts,Theatre,3
2004,VetMed,VMS-Veterinary Clinical Medcne,3
2004,Fine and Applied Arts,Architecture,4
2004,Fine and Applied Arts,Art and Design,4
2004,LAS,Biology,4
2004,Business,Business Administration,4
2004,LAS,Chemical Engineering,4
2004,Applied Health Sciences,Community Health,4
2004,ACES,Crop Sciences,4
2004,Education,Ed Organization and Leadership,4
2004,Education,Educ Voc Tech,4
2004,Education,Elementary Education,4
2004,ACES,Forestry,4
2004,LAS,French,4
2004,LAS,Geography,4
2004,Aviation,Human Factors,4
2004,LAS,Mathematics,4
2004,LAS,Mathematics,4
2004,Fine and Applied Arts,Music History,4
2004,Fine and Applied Arts,Nondegree,4
2004,Engineering,Physics,4
2004,LAS,Statistics,4
2004,Engineering,Theoretical & Applied Mechans,4
2004,VetMed,VMS - Veterinary Pathobiology,4
2004,Fine and Applied Arts,Art and Design,5
2004,Applied Health Sciences,Audiology,5
2004,LAS,Biology,5
2004,Education,Elementary Education,5
2004,LAS,English,5
2004,Engineering,Environ Science in Civil Engr,5
2004,LAS,French,5
2004,ACES,Horticulture,5
2004,ACES,Human & Community Development,5
2004,Engineering,Mechanical Engineering,5
2004,Education,Secondary & Continuing Educ,5
2004,Fine and Applied Arts,Art and Design,6
2004,Fine and Applied Arts,Art and Design,6
2004,Fine and Applied Arts,Art and Design,6
2004,LAS,Chemical Physics,6
2004,LAS,Classics,6
2004,Education,Elementary Education,6
2004,LAS,German,6
2004,ACES,Horticulture,6
2004,LAS,Italian,6
2004,iSchool,Library & Information Science,6
2004,iSchool,Library & Information Science,6
2004,ACES,Natural Resrcs & Environ Sci,6
2004,LAS,Plant Biology,6
2004,Applied Health Sciences,Rehabilitation,6
2004,LAS,Rhetoric,6
2004,LAS,Statistics,6
2004,LAS,Teaching of French,6
2004,LAS,Biology,7
2004,LAS,Classical Philology,7
2004,LAS,Latin American Studies,7
2004,iSchool,Library & Information Science,7
2004,ACES,Natural Res & Env Sciences,7
2004,Education,Secondary & Continuing Educ,7
2004,Education,Special Education,7
2004,ACES,Agr & Environmental Cmc & Educ,8
2004,ACES,Agr & Environmental Cmc & Educ,8
2004,Fine and Applied Arts,Art and Design,8
2004,Fine and Applied Arts,Crafts,8
2004,Education,Early Childhood Education,8
2004,Education,Educ Voc Tech,8
2004,Engineering,Electrical Engineering,8
2004,ACES,"Intl, Resource, Consumer Econ ",8
2004,LAS,Latin American Studies,8
2004,LAS,Mathematics,8
2004,Fine and Applied Arts,Music Education,8
2004,LAS,Russian & E European Studies,8
2004,Education,Secondary & Continuing Educ,8
2004,LAS,Teaching of Chemistry,8
2004,Fine and Applied Arts,Theatre,8
2004,Social Work,,8
2004,VetMed,VMS - Veterinary Biosciences,8
2004,VetMed,VMS - Veterinary Biosciences,8
2004,Fine and Applied Arts,Art and Design,9
2004,Fine and Applied Arts,Crafts,9
2004,Engineering,Environ Science in Civil Engr,9
2004,Engineering,Industrial Engineering,9
2004,LAS,Interdisciplinary,9
2004,LAS,Linguistics,9
2004,Fine and Applied Arts,Music Education,9
2004,Fine and Applied Arts,Music Education,9
2004,ACES,Natural Resrcs & Environ Sci,9
2004,LAS,Statistics,9
2004,LAS,African Studies,10
2004,ACES,Agricultural Education,10
2004,Fine and Applied Arts,Art Education,10
2004,LAS,Asian Studies,10
2004,Engineering,Computer Science,10
2004,LAS,Germanic Lang & Lit,10
2004,Engineering,Materials Science & Engr,10
2004,LAS,Microbiology,10
2004,LAS,Molecular & Integrative Physi,10
2004,Fine and Applied Arts,Open Studies,10
2004,Fine and Applied Arts,Theatre,10
2004,Fine and Applied Arts,Art History,11
2004,LAS,Chemical Engineering,11
2004,Applied Health Sciences,Community Health,11
2004,Education,Early Childhood Education,11
2004,Education,Ed Organization and Leadership,11
2004,LAS,Geology,11
2004,LAS,Political Science,11
2004,LAS,Cell and Structural Biology,12
2004,Fine and Applied Arts,Crafts,12
2004,Education,Early Childhood Education,12
2004,Education,Educational Psychology,12
2004,Education,Applied Mathematics,12
2004,LAS,German,12
2004,Applied Health Sciences,Leisure Studies,12
2004,LAS,Molecular&Cell Bio-undeclared,12
2004,Fine and Applied Arts,Music Composition,12
2004,Fine and Applied Arts,Music Education,12
2004,Engineering,Nuclear Engineering,12
2004,Fine and Applied Arts,Theatre,12
2004,Fine and Applied Arts,Theatre,12
2004,Applied Health Sciences,Community Health,13
2004,LAS,Comparative Literature,13
2004,Education,Educational Policy Studies,13
2004,LAS,Entomology,13
2004,LAS,Geology,13
2004,Engineering,Industrial Engineering,13
2004,LAS,Interdisciplinary,13
2004,LAS,Mathematics,13
2004,LAS,Plant Biology,13
2004,Fine and Applied Arts,Art History,14
2004,LAS,Bioengineering,14
2004,Fine and Applied Arts,Dance,14
2004,Education,Elementary Education,14
2004,LAS,French,14
2004,LAS,Geography,14
2004,Labor and Industrial Relations,Human Res & Industrial Rels,14
2004,ACES,Natural Resrcs & Environ Sci,14
2004,LAS,Comparative Literature,15
2004,Education,Ed Organization and Leadership,15
2004,Fine and Applied Arts,Landscape Architecture,15
2004,Education,Secondary & Continuing Educ,15
2004,LAS,Statistics & Computer Science,15
2004,LAS,French,16
2004,LAS,Humanities,16
2004,LAS,Statistics,16
2004,Engineering,Agricultural Engineering,17
2004,Engineering,Computer Science,17
2004,ACES,Crop Sciences,17
2004,Education,Educational Policy Studies,17
2004,Education,Elementary Education,17
2004,ACES,Natural Resrcs & Environ Sci,17
2004,LAS,Religious Studies,17
2004,Fine and Applied Arts,Sculpture,17
2004,Fine and Applied Arts,Theatre,17
2004,LAS,Atmospheric Sciences,18
2004,LAS,Entomology,18
2004,LAS,Geography,18
2004,Education,Secondary & Continuing Educ,18
2004,LAS,Biology,19
2004,Business,Finance,19
2004,LAS,Music,19
2004,Fine and Applied Arts,Musicology,19
2004,ACES,Nondegree,19
2004,LAS,Rhetoric,19
2004,LAS,Biology,20
2004,LAS,Comparative Literature,20
2004,Education,Secondary & Continuing Educ,20
2004,Engineering,Agricultural Engineering,21
2004,Engineering,Computer Science,21
2004,Education,Early Childhood Education,21
2004,Education,Accountancy,21
2004,Education,Applied Mathematics,21
2004,LAS,Geology,21
2004,Fine and Applied Arts,History of Art,21
2004,ACES,Human & Community Development,21
2004,Applied Health Sciences,Leisure Studies,21
2004,Fine and Applied Arts,Photography,21
2004,Engineering,Systems & Entrepreneurial Engr,21
2004,ACES,Animal Sciences,22
2004,Fine and Applied Arts,Art Education,22
2004,Engineering,Bioengineering,22
2004,LAS,E Asian Languages & Cultures,22
2004,Education,Elementary Education,22
2004,ACES,Nutritional Sciences,22
2004,LAS,Spanish,22
2004,VetMed,VMS - Veterinary Pathobiology,22
2004,ACES,Animal Sciences,23
2004,LAS,Atmospheric Sciences,23
2004,Applied Health Sciences,Community Health,23
2004,Social Work,Social Work,23
2004,LAS,Classics,24
2004,LAS,Creative Writing,24
2004,Education,Elementary Education,24
2004,Applied Health Sciences,Speech & Hearing Science,24
2004,Education,Educ Voc Tech,25
2004,Education,Advertising,25
2004,Fine and Applied Arts,Nondegree,25
2004,Fine and Applied Arts,Regional Planning,25
2004,Education,Special Education,25
2004,Engineering,General Engineering,26
2004,LAS,Geology,26
2004,Applied Health Sciences,Kinesiology,26
2004,Fine and Applied Arts,Landscape Architecture,26
2004,LAS,Teaching of Spanish,26
2004,VetMed,VMS-Veterinary Clinical Medcne,26
2004,Fine and Applied Arts,Voice,26
2004,Engineering,Aero & Astro Engineering,27
2004,ACES,Crop Sciences,27
2004,ACES,Food Science & Human Nutrition,28
2004,ACES,Food Science & Human Nutrition,28
2004,Applied Health Sciences,Kinesiology,28
2004,LAS,Mathematics,28
2004,ACES,Natural Resrcs & Environ Sci,28
2004,Fine and Applied Arts,Theatre,28
2004,LAS,Astronomy,29
2004,Business,Business Administration,29
2004,Education,Educational Policy Studies,29
2004,ACES,Natural Resrcs & Environ Sci,29
2004,LAS,Spanish,29
2004,LAS,Speech Communication,29
2004,LAS,Statistics,29
2004,Social Work,,29
2004,ACES,Agr & Consumer Economics,30
2004,Business,Economics,30
2004,Applied Health Sciences,Leisure Studies,31
2004,LAS,Biology,32
2004,ACES,Crop Sciences,32
2004,Engineering,Environ Engr in Civil Engr,32
2004,Law,Law,32
2004,LAS,Molecular & Integrative Physi,32
2004,LAS,Speech Communication,32
2004,Media,Journalism,33
2004,Applied Health Sciences,Kinesiology,33
2004,Business,Nondegree,33
2004,ACES,Nutritional Sciences,33
2004,ACES,Crop Sciences,34
2004,Education,Elementary Education,34
2004,ACES,Natural Resrcs & Environ Sci,34
2004,LAS,E Asian Languages & Cultures,35
2004,LAS,Geography,35
2004,LAS,Linguistics,35
2004,ACES,Agr & Environmental Cmc & Educ,36
2004,ACES,Crop Sciences,36
2004,Education,Elementary Education,36
2004,Applied Health Sciences,Kinesiology,36
2004,LAS,History of Art,38
2004,Fine and Applied Arts,Theatre,38
2004,iSchool,Library & Information Science,39
2004,LAS,Political Science,39
2004,ACES,Animal Sciences,40
2004,Education,Elementary Education,40
2004,ACES,Food Science & Human Nutrition,40
2004,LAS,Sociology,40
2004,LAS,Astronomy,41
2004,Engineering,Environ Engr in Civil Engr,42
