Major Name,Total
HLTH EDUC,87
HLTH PL AD,106
Kinesiology,463
Leisure Studies,115
MSPH IN C HLTH,8
PARK & NR MGMT,14
PROG MANAG,2
"Recreation, Sport, and Tourism ",32
Rehabilitation,9
