Major Name,Total
BUS EDUC,13
ED POL ST,57
ED SEC&CON,121
EDUC ELEMENTARY,158
EDUC GEN,202
Early Childhood Education,63
Ed Organization and Leadership,150
Educ Voc Tech,87
Educational Psychology,160
Elementary Education,350
Special Education,71
TCH ENGL,43
TCH GEN SCIENCE,9
TCH LIFE SCI,11
TCH PHYS SCI,7
TCH SOC ST,54
TECH ED SP,36
UG NON-DEG,8
