Major Name,Total
Architectural Studies,564
Architecture,241
Art Education,87
Art History,100
Art and Design,363
Crafts,16
Dance,37
Graphic Design,120
Industrial Design,76
Landscape Architecture,149
MUS-VOICE,41
MUSIC(AMS),81
MUSIC-COMP,15
MUSIC-INST,87
MUSIC-OPEN,3
Music,144
Music Education,234
PERFORM ST,11
Regional Planning,22
Theatre,24
UNCLASS,50
Urban Planning,168
