Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,223,28,8,9,0,0,18,0,0,0,0,0
Agricultural Engineering,73,2,1,3,0,0,27,0,0,0,0,0
CER ENGR,70,11,3,4,0,0,1,0,0,0,0,0
CERAMIC ENG,0,0,0,0,0,0,2,0,0,0,0,0
CERAMICS,1,0,0,0,0,0,1,0,0,0,0,0
Civil Engineering,759,94,26,43,2,0,137,0,0,0,0,0
Computer Engineering,345,124,28,28,0,0,5,0,0,0,0,0
Computer Science,428,114,21,19,1,0,9,0,0,0,0,0
ENGR MECH,34,3,1,0,0,0,0,0,0,0,0,0
ENGR PHYS,60,6,1,2,0,0,1,0,0,0,0,0
ENV ENGR,44,5,1,0,0,0,21,0,0,0,0,0
ENV SCI,7,0,0,0,0,0,3,0,0,0,0,0
Electrical Engineering,842,365,67,42,3,0,172,0,0,0,0,0
GEN ENGR,412,75,26,30,1,0,9,0,0,0,0,0
Industrial Engineering,102,30,5,3,0,0,10,0,0,0,0,0
MATSCI&ENG,59,6,0,2,0,0,4,0,0,0,0,0
METAL ENGR,44,3,0,2,0,0,2,0,0,0,0,0
Materials Science & Engr,56,7,0,5,0,0,60,0,0,0,0,0
Mechanical Engineering,735,136,40,34,2,0,76,0,0,0,0,0
Nuclear Engineering,75,9,2,3,0,0,16,0,0,0,0,0
TCH CS,2,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,16,1,1,1,0,0,18,0,0,0,0,0
