Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,25,3,1,0,0,0,53,1,0,0,0,0
Agr & Environmental Cmc & Educ,92,0,8,2,0,0,0,1,0,0,0,0
Agr Engineering & Agr Science,33,2,0,1,0,0,1,0,0,0,0,0
"Agribusiness, Farm & Financial ",276,11,16,11,0,0,1,2,0,0,0,0
Agricultural Economics,0,0,1,0,0,0,0,0,0,0,0,0
Agricultural Education,6,0,0,0,0,0,1,0,0,0,0,0
Animal Sciences,510,24,11,22,0,0,24,7,0,0,0,0
Consumer and Textile Marketing,44,6,4,0,0,0,0,0,0,0,0,0
Crop Sciences,114,5,2,4,0,0,23,1,0,0,0,0
Food Science & Human Nutrition,313,57,18,13,0,0,37,2,0,0,0,0
Forestry,1,0,0,0,0,0,0,0,0,0,0,0
Horticulture,65,2,0,3,0,0,0,2,0,0,0,0
Human & Community Development,17,3,4,1,0,0,6,0,0,0,0,0
Human Development & Family St,177,12,13,10,0,0,0,4,0,0,0,0
"Intl, Resource, Consumer Econ ",131,21,8,9,0,0,1,4,0,0,0,0
Natural Res & Env Sciences,64,6,1,0,0,0,23,0,0,0,0,0
Natural Resrcs & Environ Sci,175,9,1,3,1,0,1,6,0,0,0,0
Nondegree,1,0,0,0,0,0,10,0,0,0,0,0
Nutritional Sciences,31,3,1,3,0,0,15,0,0,0,0,0
