Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,264,14,13,2,0,0,57,0,0,0,0,0
Agr & Environmental Cmc & Educ,139,2,5,3,0,0,0,0,0,0,0,0
Agr Engineering & Agr Science,38,3,0,1,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,1,0,2,0,0,0,1,0,0,0,0,0
Agricultural Education,2,0,0,0,0,0,0,0,0,0,0,0
Animal Sciences,519,14,14,14,0,0,24,0,0,0,0,0
CFTM-CNSMR&TXTL,49,1,1,0,0,0,0,0,0,0,0,0
CFTM-MKT&PRICE,3,0,0,0,0,0,0,0,0,0,0,0
"CMDTY,FD,TXTL M",60,10,5,4,0,0,0,0,0,0,0,0
Crop Sciences,114,2,3,0,0,0,29,0,0,0,0,0
Food Science & Human Nutrition,292,32,13,5,0,0,26,0,0,0,0,0
Forestry,23,0,0,0,0,0,0,0,0,0,0,0
HDFS-CH&AD DEV,104,8,15,6,0,0,0,0,0,0,0,0
HDFS-FS,55,6,6,1,0,0,0,0,0,0,0,0
HORT -- P&M,60,2,0,3,0,0,0,0,0,0,0,0
HORT--HORT SCI,6,0,0,1,0,0,0,0,0,0,0,0
HU DEV&FAM,1,0,0,0,0,0,1,0,0,0,0,0
Horticulture,3,0,0,0,0,0,0,0,0,0,0,0
Human & Community Development,11,2,4,2,0,0,5,0,0,0,0,0
IRCE-CONS EC&F,74,4,6,2,1,0,0,0,0,0,0,0
IRCE-E&NR MGMT,6,0,0,0,0,0,0,0,0,0,0,0
IRCE-INDCURRIC,5,3,1,0,0,0,0,0,0,0,0,0
"IRCE-POL,TRD,DV",26,3,1,2,0,0,0,0,0,0,0,0
NRES-BIOL SCI,75,2,0,1,0,0,1,0,0,0,0,0
NRES-ENV S W,23,1,0,1,0,0,1,0,0,0,0,0
NRES-F & W CONS,38,0,0,2,0,0,0,0,0,0,0,0
NRES-SOC SCI,54,4,2,4,0,0,0,0,0,0,0,0
Natural Res & Env Sciences,3,0,0,0,0,0,0,0,0,0,0,0
Natural Resrcs & Environ Sci,93,3,0,2,0,0,37,0,0,0,0,0
Nondegree,2,0,0,0,0,0,11,0,0,0,0,0
Nutritional Sciences,17,3,2,3,2,0,4,0,0,0,0,0
Physics,178,18,0,5,1,0,96,0,0,0,0,0
"Recreation, Sport, and Tourism ",126,2,25,6,0,0,4,0,0,0,0,0
Spanish,12,0,1,6,0,0,40,0,0,0,0,0
Speech & Hearing Science,235,8,9,12,1,0,8,0,0,0,0,0
Statistics,5,0,0,0,0,0,22,0,0,0,0,0
Teaching of Biological Science,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,10,1,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,24,5,0,0,0,0,23,0,0,0,0,0
Teaching of French,3,1,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,0,0,0,0,0,0,1,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
