Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,366,42,15,28,1,0,23,0,0,0,0,0
Agricultural Engineering,54,2,0,0,0,0,27,0,0,0,0,0
CER ENGR,156,30,1,2,0,0,19,0,0,0,0,0
CERAMICS,1,0,0,0,0,0,3,0,0,0,0,0
Civil Engineering,567,41,13,14,1,0,106,0,0,0,0,0
Computer Engineering,207,57,20,11,1,0,4,0,0,0,0,0
Computer Science,281,55,29,11,0,0,5,0,0,0,0,0
ENGR MECH,78,10,2,0,0,0,0,0,0,0,0,0
ENGR PHYS,93,10,3,2,0,0,2,0,0,0,0,0
ENV ENGR,33,2,1,0,0,0,18,0,0,0,0,0
ENV SCI,10,0,0,0,0,0,1,0,0,0,0,0
Electrical Engineering,990,333,60,49,0,0,137,0,0,0,0,0
GEN ENGR,504,58,32,32,1,0,6,0,0,0,0,0
Industrial Engineering,150,39,16,5,1,0,4,0,0,0,0,0
METAL ENGR,91,10,3,3,1,0,54,0,0,0,0,0
Mechanical Engineering,720,85,41,23,3,0,58,0,0,0,0,0
Nuclear Engineering,128,9,3,4,0,0,21,0,0,0,0,0
Theoretical & Applied Mechans,30,0,0,1,0,0,26,0,0,0,0,0
