Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,242,8,13,0,1,0,59,0,0,0,0,0
Agr & Environmental Cmc & Educ,116,3,5,3,0,0,0,0,0,0,0,0
Agr Engineering & Agr Science,43,3,4,1,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,0,0,2,0,0,0,4,0,0,0,0,0
Agronomy,0,0,0,0,0,0,3,0,0,0,0,0
Animal Sciences,521,10,15,16,1,0,20,0,0,0,0,0
CFTM-CNSMR&TXTL,105,4,3,2,0,0,0,0,0,0,0,0
CFTM-MKT&PRICE,12,0,0,1,0,0,0,0,0,0,0,0
"CMDTY,FD,TXTL M",12,0,0,3,0,0,0,0,0,0,0,0
Crop Sciences,121,4,2,0,0,0,20,0,0,0,0,0
Food Science & Human Nutrition,277,35,12,5,1,0,26,0,0,0,0,0
Forestry,25,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,0,0,1,0,0,0,0,0,0,0,0,0
HDFS-CH&AD DEV,110,10,9,11,0,0,0,0,0,0,0,0
HDFS-FS,61,5,6,1,0,0,0,0,0,0,0,0
HORT -- P&M,82,4,0,6,0,0,0,0,0,0,0,0
HORT--HORT SCI,9,0,0,1,0,0,0,0,0,0,0,0
HU DEV&FAM,2,0,0,0,0,0,1,0,0,0,0,0
Horticulture,5,0,0,0,0,0,0,0,0,0,0,0
Human & Community Development,13,1,4,1,0,0,4,0,0,0,0,0
IRCE-CONS EC&F,74,8,3,1,0,0,1,0,0,0,0,0
IRCE-E&NR MGMT,6,0,0,0,0,0,0,0,0,0,0,0
IRCE-INDCURRIC,4,2,1,0,0,0,0,0,0,0,0,0
"IRCE-POL,TRD,DV",30,2,1,2,0,0,0,0,0,0,0,0
NRES-BIOL SCI,93,6,0,2,0,0,0,0,0,0,0,0
NRES-ENV S W,10,0,0,1,0,0,0,0,0,0,0,0
NRES-F & W CONS,24,0,0,1,0,0,0,0,0,0,0,0
NRES-SOC SCI,65,8,2,3,0,0,0,0,0,0,0,0
Natural Resrcs & Environ Sci,85,2,0,3,0,0,34,0,0,0,0,0
Nondegree,3,1,0,0,0,0,13,0,0,0,0,0
Nutritional Sciences,17,2,0,3,1,0,7,0,0,0,0,0
ORN HORT,1,0,0,0,0,0,0,0,0,0,0,0
PLANT PATH,1,0,0,0,0,0,0,0,0,0,0,0
Physics,177,16,0,7,1,0,94,0,0,0,0,0
"Recreation, Sport, and Tourism ",79,2,18,3,0,0,2,0,0,0,0,0
Spanish,13,0,0,9,0,0,27,0,0,0,0,0
Speech & Hearing Science,213,3,10,9,1,0,4,0,0,0,0,0
Statistics,5,0,0,0,0,0,16,0,0,0,0,0
Teaching of Biological Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,28,4,0,0,0,0,30,0,0,0,0,0
Teaching of French,8,1,0,1,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,0,0,0,0,0,0,0,0,0,0
