Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,725,219,36,44,3,0,154,20,0,0,0,0
Actuarial Science,141,41,8,7,1,0,31,3,0,0,0,0
Advertising,189,31,16,12,0,0,16,3,0,0,0,0
Anthropology,125,4,13,21,2,0,21,5,0,0,0,0
Applied Mathematics,2,4,1,0,0,0,25,1,0,0,0,0
Early Childhood Education,51,9,2,4,1,0,1,0,0,0,0,0
Ed Organization and Leadership,105,1,29,5,0,0,2,6,0,0,0,0
Educ Voc Tech,41,1,11,1,0,0,31,6,0,0,0,0
Education General,249,16,11,18,1,0,0,0,0,0,0,0
Educational Policy Studies,30,8,37,31,4,0,19,3,0,0,0,0
Educational Psychology,47,5,9,5,1,0,63,1,0,0,0,0
Elementary Education,283,37,25,14,0,0,39,7,0,0,0,0
Secondary & Continuing Educ,63,5,8,3,0,0,40,3,0,0,0,0
Special Education,111,5,8,3,0,0,21,2,0,0,0,0
