Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African American Studies,4,0,3,1,0,0,2,0,0,0,0,0
Anthropology,56,4,0,2,0,0,26,0,0,0,0,0
Applied Mathematics,4,3,0,0,0,0,22,0,0,0,0,0
Asian Studies,10,9,0,0,0,0,12,0,0,0,0,0
Astronomy,7,0,1,0,0,0,12,0,0,0,0,0
Atmospheric Sciences,16,0,1,1,0,0,19,0,0,0,0,0
BIOCH,88,52,9,4,0,0,8,0,0,0,0,0
Biochemistry,56,8,1,1,0,0,28,0,0,0,0,0
Biology,131,30,3,3,0,0,32,0,0,0,0,0
Biophysics & Computnl Biology,13,8,1,1,0,0,27,0,0,0,0,0
Chemical Engineering,314,50,24,23,0,0,26,0,0,0,0,0
Chemical Physics,7,1,0,0,0,0,6,0,0,0,0,0
Chemistry,357,41,12,10,0,0,65,0,0,0,0,0
Classical Philology,5,0,0,1,0,0,2,0,0,0,0,0
Classics,9,0,0,0,0,0,0,0,0,0,0,0
Comparative Literature,15,1,1,0,0,0,15,0,0,0,0,0
English,129,4,3,0,0,0,12,0,0,0,0,0
Entomology,20,3,1,2,0,0,6,0,0,0,0,0
French,42,1,0,1,0,0,14,0,0,0,0,0
GEN CURR,1218,226,346,254,4,0,7,0,0,0,0,0
Geography,29,1,2,0,0,0,4,0,0,0,0,0
Geology,44,1,0,2,0,0,13,0,0,0,0,0
German,22,0,0,1,0,0,7,0,0,0,0,0
History,102,0,6,4,0,0,10,0,0,0,0,0
Italian,4,0,0,0,0,0,2,0,0,0,0,0
LAS TCH MATH,13,1,1,1,0,0,0,0,0,0,0,0
Linguistics,24,2,4,0,0,0,57,0,0,0,0,0
Mathematics,98,8,1,1,0,0,82,0,0,0,0,0
Microbiology,44,3,0,1,1,0,23,0,0,0,0,0
Molecular & Integrative Physi,23,1,0,1,1,0,25,0,0,0,0,0
Neuroscience,14,4,0,1,0,0,9,0,0,0,0,0
PRE-JOURN,259,19,34,25,1,0,4,0,0,0,0,0
PRE-MED,138,61,30,19,1,0,0,0,0,0,0,0
Philosophy,39,1,0,0,1,0,3,0,0,0,0,0
Plant Biology,14,0,1,0,0,0,15,0,0,0,0,0
Political Science,47,1,3,2,0,0,12,0,0,0,0,0
Portuguese,0,0,0,0,0,0,4,0,0,0,0,0
Psychology,152,13,9,8,1,0,39,0,0,0,0,0
Slavic Languages & Literature,17,0,0,0,0,0,10,0,0,0,0,0
Sociology,28,4,1,0,0,0,12,0,0,0,0,0
Speech Communication,48,1,1,0,0,0,8,0,0,0,0,0
TCH BIOL,25,3,0,0,0,0,0,0,0,0,0,0
TCH ENGL,95,8,6,6,0,0,0,0,0,0,0,0
TCH RUSS,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,68,2,1,3,0,0,0,0,0,0,0,0
TCH SPEECH,5,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,5,1,0,0,0,0,0,0,0,0,0,0
UNCLASS,62,2,4,1,0,0,88,0,0,0,0,0
UNCM FR&SO,153,9,31,20,0,0,0,0,0,0,0,0
