Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,619,187,41,68,1,0,184,20,0,0,0,0
Actuarial Science,165,45,5,2,0,0,59,5,0,0,0,0
Advertising,277,29,26,16,3,0,27,8,0,0,0,0
Anthropology,153,13,9,28,1,0,13,3,0,0,0,0
Applied Mathematics,5,3,0,0,0,0,17,0,0,0,0,0
Early Childhood Education,47,1,4,7,0,0,0,2,0,0,0,0
Ed Organization and Leadership,146,5,20,8,0,0,2,4,0,0,0,0
Education General,1,0,0,0,0,0,0,0,0,0,0,0
Educational Policy Studies,30,9,39,27,6,0,18,1,0,0,0,0
Educational Psychology,43,8,13,8,0,0,46,0,0,0,0,0
Elementary Education,262,24,20,16,3,0,36,6,0,0,0,0
Human Resource Education,29,3,14,0,0,0,34,2,0,0,0,0
Nondegree,1,0,0,0,0,0,2,0,0,0,0,0
Pre-Early Chld/Elem Ed/Spec Ed,212,11,14,28,1,0,2,4,0,0,0,0
Secondary & Continuing Educ,57,8,9,3,0,0,42,1,0,0,0,0
Special Education,119,3,5,3,0,0,11,2,0,0,0,0
