Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,325,40,8,16,0,0,32,12,0,0,0,0
Agricultural Engineering,61,4,4,3,0,0,21,1,0,0,0,0
Bioengineering,14,9,0,0,0,0,0,1,0,0,0,0
Civil Engineering,450,55,12,36,3,0,193,8,0,0,0,0
Computer Engineering,357,149,20,30,0,0,64,16,0,0,0,0
Computer Science,616,214,14,28,0,0,304,16,0,0,0,0
Electrical Engineering,517,416,27,27,2,0,435,20,0,0,0,0
Engineering Mechanics,64,3,1,2,0,0,0,2,0,0,0,0
Engineering Physics,86,10,1,3,0,0,1,1,0,0,0,0
Environ Engr in Civil Engr,18,4,3,1,0,0,48,0,0,0,0,0
Environ Science in Civil Engr,1,2,0,1,0,0,10,0,0,0,0,0
General Engineering,462,82,7,27,0,0,19,11,0,0,0,0
Industrial Engineering,56,9,0,3,0,0,21,3,0,0,0,0
Materials Science & Engr,210,60,8,15,1,0,106,8,0,0,0,0
Mechanical Engineering,686,124,14,44,4,0,133,9,0,0,0,0
Nondegree,10,4,0,0,0,0,64,0,0,0,0,0
Nuclear Engineering,93,18,3,6,0,0,33,2,0,0,0,0
Physics,151,14,3,5,0,0,119,7,0,0,0,0
Systems & Entrepreneurial Engr,6,1,1,0,0,0,15,0,0,0,0,0
Theoretical & Applied Mechans,18,2,0,1,0,0,48,0,0,0,0,0
