Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,5,3,2,1,0,0,58,0,2,1,0,0
Business Administration (MBA),163,40,34,12,0,0,96,4,35,2,0,0
Business Process Management,23,2,2,3,0,0,4,0,2,0,0,0
Curric Unassigned,515,168,44,87,0,3,141,6,51,8,0,0
Finance,275,69,14,24,0,1,212,3,16,1,0,0
Information Sys & Info Tech,29,12,1,3,0,0,3,0,1,0,0,0
Management,69,11,8,10,0,0,5,0,9,1,0,0
Marketing,139,23,8,18,0,0,10,2,10,0,0,0
Nondegree,0,0,0,0,0,0,68,4,0,0,0,0
Supply Chain Management,50,13,1,3,0,0,2,0,2,0,0,0
Taxation,8,6,6,2,0,0,8,1,6,0,0,0
Technology Management,4,13,2,1,0,0,105,0,2,0,0,0
