Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ED POL ST,25,1,31,10,0,0,10,0,0,0,0,0
ED SEC&CON,32,3,8,2,1,0,34,0,0,0,0,0
EDUC ELEMENTARY,52,0,4,6,3,0,17,0,0,0,0,0
EDUC GEN,238,26,18,9,0,0,0,0,0,0,0,0
Early Childhood Education,40,5,4,5,0,0,0,0,0,0,0,0
Ed Organization and Leadership,80,1,18,1,0,0,6,0,0,0,0,0
Educ Voc Tech,48,1,10,0,0,0,15,0,0,0,0,0
Educational Psychology,48,4,5,3,0,0,38,0,0,0,0,0
Elementary Education,209,26,7,14,1,0,1,0,0,0,0,0
Secondary & Continuing Educ,21,5,6,1,0,0,0,0,0,0,0,0
Special Education,66,3,5,3,0,0,18,0,0,0,0,0
TCH ENGL IN MN,0,1,0,0,0,0,0,0,0,0,0,0
TCH ENGL OUT MN,4,0,1,0,0,0,0,0,0,0,0,0
TCH PS CHEM,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST IN,3,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST OUT,3,0,0,1,0,0,0,0,0,0,0,0
UG NON-DEG,2,0,0,0,0,0,0,0,0,0,0,0
