Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,291,38,6,21,1,0,42,0,0,0,0,0
Agricultural Engineering,80,6,2,2,0,0,18,0,0,0,0,0
Civil Engineering,503,46,14,32,1,0,170,0,0,0,0,0
Computer Engineering,436,251,43,50,0,0,51,0,0,0,0,0
Computer Science,542,218,31,28,3,0,43,0,0,0,0,0
ENGR MECH,25,1,0,2,0,0,0,0,0,0,0,0
ENGR NONDEGREE,13,2,0,1,0,0,51,0,0,0,0,0
ENGR PHYS,74,9,0,4,0,0,4,0,0,0,0,0
ENV ENGR,34,0,2,0,0,0,42,0,0,0,0,0
ENV SCI,2,0,0,0,0,0,9,0,0,0,0,0
Electrical Engineering,518,283,22,33,3,0,322,0,0,0,0,0
GEN ENGR,361,83,9,15,0,0,27,0,0,0,0,0
Industrial Engineering,57,17,7,6,0,0,26,0,0,0,0,0
MATSCI&ENG,128,28,6,4,0,0,3,0,0,0,0,0
Materials Science & Engr,48,5,1,4,1,0,76,0,0,0,0,0
Mechanical Engineering,625,96,17,37,1,0,128,0,0,0,0,0
Nuclear Engineering,45,7,0,5,0,0,25,0,0,0,0,0
Theoretical & Applied Mechans,12,1,0,1,0,0,36,0,0,0,0,0
