Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,146,28,23,19,0,0,37,1,0,0,0,0
Business Administration (MBA),182,38,15,12,0,0,94,14,0,0,0,0
Business Process Management,4,1,0,0,0,0,1,0,0,0,0,0
Curric Unassigned,656,177,79,108,4,0,88,27,0,0,0,0
Finance,408,109,19,30,1,0,145,15,0,0,0,0
Information Sys & Info Tech,15,4,0,4,0,0,1,1,0,0,0,0
Management,54,7,5,10,1,0,7,0,0,0,0,0
Marketing,67,12,6,8,2,0,2,5,0,0,0,0
Nondegree,2,0,0,0,0,0,35,0,0,0,0,0
Supply Chain Management,19,5,0,0,0,0,0,0,0,0,0,0
Technology Management,0,0,0,0,0,0,49,0,0,0,0,0
