Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,46,4,0,3,0,0,16,0,0,0,0,0
Applied Mathematics,11,2,0,0,0,0,13,0,0,0,0,0
Asian Studies,10,1,0,0,0,0,2,0,0,0,0,0
Astronomy,11,0,0,1,0,0,7,0,0,0,0,0
Atmospheric Sciences,14,1,0,0,0,0,12,0,0,0,0,0
BIOCH,117,27,3,4,0,0,1,0,0,0,0,0
Biochemistry,84,7,1,1,0,0,16,0,0,0,0,0
Biology,135,6,2,4,0,0,14,0,0,0,0,0
Biophysics & Computnl Biology,13,1,0,0,0,0,20,0,0,0,0,0
Chemical Engineering,359,46,9,6,0,0,19,0,0,0,0,0
Chemical Physics,5,0,0,0,0,0,0,0,0,0,0,0
Chemistry,398,41,5,9,1,0,60,0,0,0,0,0
Classical Philology,2,1,0,0,0,0,4,0,0,0,0,0
Classics,8,0,0,0,0,0,2,0,0,0,0,0
Comparative Literature,5,2,1,1,0,0,24,0,0,0,0,0
English,97,1,2,0,0,0,13,0,0,0,0,0
Entomology,27,2,0,0,0,0,9,0,0,0,0,0
French,29,0,0,0,0,0,11,0,0,0,0,0
GEN CURR,1820,142,215,67,8,0,11,0,0,0,0,0
Genetics,1,0,0,0,0,0,1,0,0,0,0,0
Geography,28,0,1,1,0,0,8,0,0,0,0,0
Geology,64,1,0,1,0,0,12,0,0,0,0,0
German,23,0,0,0,0,0,5,0,0,0,0,0
HR&FS,13,0,1,0,0,0,1,0,0,0,0,0
History,74,0,1,0,1,0,13,0,0,0,0,0
Italian,8,0,0,0,0,0,1,0,0,0,0,0
LAS TCH MATH,9,0,1,0,0,0,0,0,0,0,0,0
Linguistics,27,3,2,1,0,0,46,0,0,0,0,0
Mathematics,95,6,4,2,0,0,59,0,0,0,0,0
Microbiology,48,1,0,0,0,0,9,0,0,0,0,0
Molecular & Integrative Physi,30,3,0,0,0,0,16,0,0,0,0,0
PRE-JOURN,475,11,43,6,1,0,1,0,0,0,0,0
PRE-MED,159,23,20,8,0,0,0,0,0,0,0,0
PUB ADMIN,5,0,0,0,0,0,0,0,0,0,0,0
Philosophy,33,1,0,0,1,0,5,0,0,0,0,0
Plant Biology,15,1,0,1,0,0,8,0,0,0,0,0
Political Science,35,2,1,0,1,0,9,0,0,0,0,0
Psychology,166,7,5,2,0,0,16,0,0,0,0,0
Slavic Languages & Literature,18,0,0,0,0,0,7,0,0,0,0,0
Sociology,22,0,0,0,0,0,14,0,0,0,0,0
Speech Communication,36,0,0,0,0,0,3,0,0,0,0,0
TCH BIOL,26,0,0,1,0,0,0,0,0,0,0,0
TCH ENGL,40,0,1,0,0,0,0,0,0,0,0,0
TCH RUSS,0,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,11,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,7,0,1,0,0,0,0,0,0,0,0,0
TEACH CS,6,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,64,2,6,2,1,0,41,0,0,0,0,0
UNCM FR&SO,155,1,11,5,1,0,0,0,0,0,0,0
