Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,270,62,6,36,0,1,99,2,8,9,0,0
Agricultural & Biological Engr,94,13,3,6,1,0,61,1,3,1,0,0
Agricultural Engineering,1,0,0,0,0,0,1,0,0,0,0,0
Bioengineering,136,68,2,14,1,0,31,0,2,3,0,0
Bioinformatics,1,0,0,0,0,0,1,0,0,0,0,0
Civil Engineering,623,113,21,61,1,0,398,2,24,4,0,0
Computer Engineering,280,177,13,34,0,1,171,4,16,2,0,0
Computer Science,458,276,16,30,0,1,576,4,21,5,0,0
Electrical & Computer Engr,124,47,8,12,0,0,275,1,9,3,0,0
Electrical Engineering,352,294,28,41,1,1,425,6,29,5,0,0
Engineering Mechanics,66,14,1,8,0,2,29,0,1,0,0,0
Engineering Physics,116,18,2,9,1,0,23,0,3,1,0,0
Engineering Undesignated,0,0,0,0,0,0,1,0,0,0,0,0
Environ Engr in Civil Engr,32,3,1,5,0,0,47,0,2,0,0,0
Environ Science in Civil Engr,2,0,0,0,0,0,4,1,0,0,0,0
Financial Engineering,11,7,0,0,0,0,81,1,0,0,0,0
General Engineering,233,56,4,19,0,2,43,1,6,3,0,0
Industrial Engineering,84,42,8,6,0,0,122,3,8,0,0,0
Materials Science & Engr,235,96,5,15,1,0,195,2,7,2,0,0
Mechanical Engineering,570,124,13,38,1,3,329,6,15,5,0,0
Nondegree,53,8,1,5,0,0,153,4,1,1,0,0
Nuclear Engineering,17,2,0,0,0,0,7,0,0,0,0,0
"Nuclear, Plasma, Radiolgc Engr ",130,30,5,16,0,1,45,1,7,2,0,0
Physics,100,15,0,5,0,0,128,4,0,1,0,0
Systems & Entrepreneurial Engr,11,1,0,0,0,0,8,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,17,2,0,2,0,0,30,0,0,0,0,0
