Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,306,42,5,18,0,0,46,0,0,0,0,0
Agricultural Engineering,60,4,6,4,0,0,20,0,0,0,0,0
Civil Engineering,471,37,18,33,1,0,224,0,0,0,0,0
Computer Engineering,424,241,42,48,1,0,54,0,0,0,0,0
Computer Science,527,222,28,25,1,0,53,0,0,0,0,0
ENGR MECH,46,1,1,4,0,0,0,0,0,0,0,0
ENGR NONDEGREE,9,1,2,1,0,0,44,0,0,0,0,0
ENGR PHYS,75,7,0,3,0,0,4,0,0,0,0,0
ENV ENGR,20,1,1,0,0,0,36,0,0,0,0,0
ENV SCI,1,0,0,0,0,0,9,0,0,0,0,0
Electrical Engineering,509,341,17,39,2,0,358,0,0,0,0,0
GEN ENGR,396,80,9,10,0,0,35,0,0,0,0,0
Industrial Engineering,51,16,4,6,0,0,28,0,0,0,0,0
MATSCI&ENG,133,33,8,9,0,0,4,0,0,0,0,0
MCS INTERNET,0,0,0,0,0,0,1,0,0,0,0,0
Materials Science & Engr,50,10,1,2,0,0,78,0,0,0,0,0
Mechanical Engineering,592,90,14,43,1,0,134,0,0,0,0,0
Nuclear Engineering,54,7,2,4,0,0,30,0,0,0,0,0
Theoretical & Applied Mechans,15,1,0,1,0,0,43,0,0,0,0,0
