Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,743,190,35,49,2,0,190,0,0,0,0,0
BUS NON-DEGREE,2,0,1,0,0,0,43,0,0,0,0,0
Business Administration,650,129,61,55,1,0,240,0,0,0,0,0
Computer Science,139,44,5,1,1,0,277,0,0,0,0,0
Economics,52,20,1,2,1,0,143,0,0,0,0,0
Executive MBA Program,36,3,2,1,0,0,1,0,0,0,0,0
Finance,570,146,19,48,1,0,132,0,0,0,0,0
INT'L MSBA,1,2,0,0,0,0,42,0,0,0,0,0
Leisure Studies,27,0,1,1,0,0,0,0,0,0,0,0
Teaching of Spanish,20,1,0,3,0,0,0,0,0,0,0,0
Technical Systems Management,75,3,4,4,0,0,0,0,0,0,0,0
Theatre,94,0,11,6,1,0,8,0,0,0,0,0
UNASSIGNED,316,55,11,31,1,0,14,0,0,0,0,0
