Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,1,0,1,0,0,0,3,0,0,0,0,0
Agricultural & Applied Econ,345,3,2,3,1,0,42,0,0,0,0,0
Agricultural Communications,69,0,2,0,0,0,0,0,0,0,0,0
Agricultural Education,13,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,62,1,0,0,0,0,0,0,0,0,0,0
Agricultural Sciences,50,1,0,0,0,0,0,0,0,0,0,0
Agronomy,126,2,2,1,0,0,36,0,0,0,0,0
Animal Sciences,329,3,7,0,1,0,39,0,0,0,0,0
Application Design,5,0,0,1,0,0,0,0,0,0,0,0
CONSM ECON,34,2,4,0,0,0,0,0,0,0,0,0
CORE CURR,69,1,0,0,0,0,0,0,0,0,0,0
DAIRY SCI,28,1,0,0,0,0,3,0,0,0,0,0
DIETETICS,59,3,3,0,0,0,0,0,0,0,0,0
EXT EDUC,5,0,2,0,0,0,2,0,0,0,0,0
FAM&CON EC,4,0,2,1,0,0,9,0,0,0,0,0
Food Science & Human Nutrition,151,14,4,5,0,0,47,0,0,0,0,0
Forestry,60,1,1,1,0,0,2,0,0,0,0,0
GEN AGR,11,0,0,0,0,0,1,0,0,0,0,0
GEN H ECON,6,1,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,83,6,3,2,0,0,1,0,0,0,0,0
HOME ECON,0,0,0,0,0,0,1,0,0,0,0,0
HR&FS A&ID,5,0,1,0,0,0,9,0,0,0,0,0
HR&FS GEN,3,0,0,0,0,0,0,0,0,0,0,0
HU DEV&FAM,9,0,0,0,0,0,3,0,0,0,0,0
Horticulture,23,4,0,0,0,0,24,0,0,0,0,0
INST MGMT,7,0,0,0,0,0,0,0,0,0,0,0
INT DSGN,104,2,2,0,0,0,4,0,0,0,0,0
Industrial Agriculture,88,1,2,0,0,0,0,0,0,0,0,0
MKT TEXT&A,120,1,4,1,1,0,0,0,0,0,0,0
Mechanical Agriculture,24,0,0,0,0,0,0,0,0,0,0,0
Nutritional Sciences,27,3,0,0,0,0,13,0,0,0,0,0
ORN HORT,72,0,0,1,0,0,0,0,0,0,0,0
PLANT PATH,22,1,0,0,0,0,9,0,0,0,0,0
Physics,300,24,3,4,1,0,52,0,0,0,0,0
REST MGMT,99,5,4,1,0,0,1,0,0,0,0,0
SOIL SCI,2,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,29,2,0,0,0,0,0,0,0,0,0,0
Spanish,22,0,1,6,0,0,14,0,0,0,0,0
Speech & Hearing Science,91,3,3,2,0,0,2,0,0,0,0,0
Statistics,13,5,0,0,0,0,33,0,0,0,0,0
TEXT-APPRL,32,1,3,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,15,0,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,33,2,1,1,0,0,26,0,0,0,0,0
Teaching of French,19,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,8,0,0,0,0,0,1,0,0,0,0,0
Teaching of Mathematics,42,1,0,1,0,0,0,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,9,1,0,0,0,0,0,0,0,0,0,0
