Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Actuarial Science,1,2,1,0,0,0,9,0,0,0,0,0
African American Studies,4,0,1,0,0,0,2,0,0,0,0,0
Anthropology,34,1,0,4,0,0,23,0,0,0,0,0
Applied Mathematics,0,1,1,0,0,0,6,0,0,0,0,0
Asian Studies,8,0,0,0,0,0,9,0,0,0,0,0
Astronomy,8,1,0,0,0,0,12,0,0,0,0,0
Atmospheric Sciences,9,0,0,1,0,0,20,0,0,0,0,0
BIOCH,93,45,4,6,0,0,5,0,0,0,0,0
Biochemistry,41,11,0,2,0,0,29,0,0,0,0,0
Biology,240,67,28,18,0,0,21,0,0,0,0,0
Biophysics & Computnl Biology,10,9,0,1,0,0,36,0,0,0,0,0
CELL & STR BIOL,27,5,0,1,0,0,15,0,0,0,0,0
Chemical Engineering,264,84,14,12,0,0,55,0,0,0,0,0
Chemical Physics,1,1,0,0,0,0,1,0,0,0,0,0
Chemistry,277,27,12,3,0,0,68,0,0,0,0,0
Classical Philology,3,0,0,0,0,0,2,0,0,0,0,0
Classics,1,0,0,1,0,0,2,0,0,0,0,0
Comparative Literature,11,1,1,1,0,0,10,0,0,0,0,0
E Asian Languages & Cultures,2,0,0,0,0,0,16,0,0,0,0,0
English,96,2,12,2,1,0,13,0,0,0,0,0
Entomology,24,0,3,0,0,0,9,0,0,0,0,0
French,15,0,1,0,0,0,15,0,0,0,0,0
GEN CURR,1283,329,277,245,6,0,41,0,0,0,0,0
Geography,17,2,1,0,0,0,12,0,0,0,0,0
Geology,28,2,0,1,0,0,14,0,0,0,0,0
German,12,0,0,0,0,0,8,0,0,0,0,0
History,70,2,2,2,1,0,20,0,0,0,0,0
Italian,2,0,0,1,0,0,1,0,0,0,0,0
LATIN AMER ST,5,0,0,0,0,0,2,0,0,0,0,0
Linguistics,14,2,1,1,0,0,53,0,0,0,0,0
Mathematics,48,7,0,4,0,0,103,0,0,0,0,0
Microbiology,27,2,1,1,0,0,16,0,0,0,0,0
Molecular & Integrative Physi,13,7,1,1,0,0,17,0,0,0,0,0
Neuroscience,27,1,1,1,0,0,10,0,0,0,0,0
PRE-JOURN,372,42,60,27,0,0,5,0,0,0,0,0
PRE-MED,111,48,54,22,1,0,2,0,0,0,0,0
Philosophy,34,0,0,0,0,0,1,0,0,0,0,0
Plant Biology,12,1,0,0,0,0,14,0,0,0,0,0
Political Science,25,1,4,0,0,0,6,0,0,0,0,0
Portuguese,0,0,0,0,0,0,2,0,0,0,0,0
Psychology,86,11,9,4,0,0,40,0,0,0,0,0
REES,3,0,0,0,0,0,1,0,0,0,0,0
STATS-ECON,0,0,0,0,0,0,1,0,0,0,0,0
Slavic Languages & Literature,5,0,0,0,0,0,2,0,0,0,0,0
Sociology,12,2,0,3,0,0,30,0,0,0,0,0
Speech Communication,27,0,0,2,0,0,12,0,0,0,0,0
TCH ENGL,1,0,0,0,0,0,0,0,0,0,0,0
TRANSITION,9,2,156,46,0,0,0,0,0,0,0,0
UNCLASS,53,6,3,3,1,0,106,0,0,0,0,0
UNCM FR&SO,133,20,26,13,0,0,1,0,0,0,0,0
