Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,418,41,25,26,0,0,96,2,28,2,0,0
Agr & Environmental Cmc & Educ,81,1,6,0,0,0,0,0,8,1,0,0
Agr Engineering & Agr Science,34,2,1,2,0,0,1,0,2,0,0,0
Agricultural & Biological Engr,20,6,1,1,0,0,1,0,1,0,0,0
Agricultural Education,5,0,0,0,0,0,0,0,0,0,0,0
Agricultural Production,6,0,0,1,0,0,0,0,0,0,0,0
Animal Sciences,461,21,20,41,1,1,46,6,22,3,0,0
Bioenergy,8,1,0,0,0,0,3,0,0,0,0,0
Bioinformatics,0,0,0,0,0,0,10,0,0,0,0,0
Crop Sciences,142,4,1,1,2,0,41,2,2,2,0,0
Food Science & Human Nutrition,267,38,17,20,0,3,81,4,17,2,0,0
Horticulture,37,0,1,2,1,0,1,1,1,1,0,0
Human & Community Development,20,3,4,1,0,0,4,0,4,0,0,0
Human Development & Family St,142,15,22,18,0,1,5,5,23,0,0,0
Natural Res & Env Sciences,47,2,0,2,0,0,18,0,0,1,0,0
Natural Resrcs & Environ Sci,143,9,3,10,0,0,14,2,5,1,0,0
Nondegree,47,0,1,2,0,0,22,2,1,1,0,0
Nutritional Sciences,32,7,1,3,0,0,13,0,2,0,0,0
