Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,531,29,12,11,0,0,15,0,0,0,0,0
Agricultural Engineering,60,1,2,1,0,0,10,0,0,0,0,0
CER ENGR,173,14,2,4,0,0,10,0,0,0,0,0
Civil Engineering,406,20,13,13,0,0,92,0,0,0,0,0
Computer Engineering,368,55,19,8,0,0,12,0,0,0,0,0
Computer Science,405,32,21,7,0,0,10,0,0,0,0,0
ENGR MECH,51,3,0,1,0,0,0,0,0,0,0,0
ENGR PHYS,96,6,2,2,0,0,1,0,0,0,0,0
ENV ENGR,14,2,0,0,0,0,16,0,0,0,0,0
ENV SCI,6,0,0,0,0,0,5,0,0,0,0,0
Electrical Engineering,1476,361,51,42,1,0,102,0,0,0,0,0
GEN ENGR,453,22,16,11,1,0,1,0,0,0,0,0
Industrial Engineering,165,8,18,7,0,0,3,0,0,0,0,0
METAL ENGR,125,11,5,1,2,0,38,0,0,0,0,0
Mechanical Engineering,876,48,21,20,2,0,39,0,0,0,0,0
Nuclear Engineering,115,12,1,5,0,0,19,0,0,0,0,0
TCH CS,1,0,0,0,0,0,1,0,0,0,0,0
Theoretical & Applied Mechans,25,1,0,0,0,0,18,0,0,0,0,0
