Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,31,0,2,0,0,0,0,0,0,0,0,0
ED POL ST,35,0,3,1,0,0,16,0,0,0,0,0
ED SEC&CON,78,5,4,4,0,0,21,0,0,0,0,0
EDUC ELEMENTARY,90,2,9,4,1,0,17,0,0,0,0,0
EDUC GEN,106,2,6,1,1,0,0,0,0,0,0,0
EDUC IDISC,2,0,2,0,0,0,1,0,0,0,0,0
Early Childhood Education,75,1,2,0,0,0,0,0,0,0,0,0
Ed Organization and Leadership,107,1,11,1,0,0,4,0,0,0,0,0
Educ Voc Tech,92,0,9,2,2,0,11,0,0,0,0,0
Educational Psychology,111,6,11,6,1,0,14,0,0,0,0,0
Elementary Education,410,1,4,4,5,0,4,0,0,0,0,0
Special Education,92,1,2,2,0,0,5,0,0,0,0,0
TCH ENGL,12,0,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,2,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,2,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,30,0,2,0,0,0,0,0,0,0,0,0
TECH ED SP,48,0,0,0,1,0,1,0,0,0,0,0
