Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,466,218,26,68,0,1,530,6,29,5,3,231
Actuarial Science,132,71,3,10,0,0,118,2,4,2,2,76
Advertising,358,53,30,52,0,0,73,4,33,5,1,63
African American Studies,0,0,13,0,0,0,1,0,14,0,0,0
Anthropology,67,17,8,20,1,0,21,3,12,5,0,23
Applied Mathematics,4,4,0,0,0,0,37,0,0,0,0,5
Curriculum and Instruction,51,4,9,12,1,0,22,1,10,3,0,5
Early Childhood Education,33,7,4,10,1,0,4,0,5,1,0,7
Ed Organization and Leadership,16,2,3,1,1,0,4,0,4,1,0,2
"Educ Policy, Orgzn & Leadrshp ",112,7,45,13,0,1,13,3,53,2,1,8
Educational Policy Studies,16,6,42,10,1,0,10,2,49,2,0,7
Educational Psychology,22,5,1,1,0,0,21,0,2,1,0,5
Elementary Education,239,40,14,42,0,0,1,0,15,1,0,44
Human Resource Education,5,0,2,1,0,0,21,1,2,0,0,0
Learning and Education Studies,19,3,12,6,0,0,5,0,14,0,0,4
Middle Grades Education,25,3,4,5,0,0,0,0,4,2,0,3
Nondegree,3,1,0,2,0,0,1,0,0,1,0,1
Pre-Early Chld/Elem Ed/Spec Ed,7,1,2,3,0,0,0,0,2,1,0,1
Secondary Education,12,7,0,1,0,0,2,0,0,0,0,7
Special Education,136,7,6,19,0,0,5,0,8,1,0,7
