Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,1,0,1,0,0,0,1,0,0,0,0,0
Agricultural & Applied Econ,350,9,7,2,1,0,47,0,0,0,0,0
Agricultural Communications,73,1,1,0,0,0,1,0,0,0,0,0
Agricultural Education,9,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,54,2,0,0,0,0,0,0,0,0,0,0
Agricultural Sciences,29,1,0,0,1,0,0,0,0,0,0,0
Agronomy,90,1,1,2,0,0,28,0,0,0,0,0
Animal Sciences,321,8,9,6,2,0,43,0,0,0,0,0
CONSM ECON,40,3,2,0,0,0,1,0,0,0,0,0
CORE CURR,54,2,0,1,0,0,0,0,0,0,0,0
DAIRY SCI,7,0,0,0,0,0,2,0,0,0,0,0
DIETETICS,48,4,3,0,0,0,0,0,0,0,0,0
EXT EDUC,6,0,1,0,0,0,3,0,0,0,0,0
FAM&CON EC,7,0,2,0,0,0,11,0,0,0,0,0
Food Science & Human Nutrition,137,22,10,5,0,0,38,0,0,0,0,0
Forestry,54,1,0,4,0,0,10,0,0,0,0,0
GEN AGR,17,0,1,1,0,0,3,0,0,0,0,0
GEN H ECON,5,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,82,7,2,0,0,0,1,0,0,0,0,0
HR&FS A&ID,11,1,0,0,0,0,5,0,0,0,0,0
HR&FS GEN,5,0,0,0,0,0,3,0,0,0,0,0
HU DEV&FAM,11,1,0,0,0,0,3,0,0,0,0,0
Horticulture,34,1,0,0,0,0,20,0,0,0,0,0
INST MGMT,1,0,0,0,0,0,0,0,0,0,0,0
INT DSGN,83,5,0,0,0,0,1,0,0,0,0,0
Industrial Agriculture,42,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,99,8,4,4,0,0,0,0,0,0,0,0
Mechanical Agriculture,29,0,0,0,0,0,0,0,0,0,0,0
Nutritional Sciences,20,5,1,0,0,0,10,0,0,0,0,0
ORN HORT,50,1,1,1,0,0,0,0,0,0,0,0
PLANT PATH,17,0,0,0,0,0,10,0,0,0,0,0
Physics,260,32,5,8,0,0,54,0,0,0,0,0
REST MGMT,97,5,4,0,0,0,1,0,0,0,0,0
SOIL SCI,4,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,31,0,0,2,0,0,0,0,0,0,0,0
Spanish,36,0,0,9,0,0,23,0,0,0,0,0
Speech & Hearing Science,90,5,4,4,0,0,2,0,0,0,0,0
Statistics,9,6,0,0,0,0,41,0,0,0,0,0
TEXT-APPRL,28,2,0,0,0,0,0,0,0,0,0,0
Teaching of Biological Science,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,10,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,32,1,0,0,1,0,38,0,0,0,0,0
Teaching of French,17,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,7,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,34,2,1,2,0,0,1,0,0,0,0,0
Teaching of Physics,5,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,2,0,0,0,0,0,0,0,0,0,0,0
