Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,6,0,0,0,0,0,1,0,0,0,0,0
Agricultural & Applied Econ,348,8,10,3,0,0,63,0,0,0,0,0
Agricultural Communications,74,0,3,0,0,0,0,0,0,0,0,0
Agricultural Education,15,0,0,0,1,0,0,0,0,0,0,0
Agricultural Engineering,96,7,5,1,0,0,0,0,0,0,0,0
Agricultural Sciences,36,1,1,0,0,0,0,0,0,0,0,0
Agronomy,87,3,0,0,0,0,39,0,0,0,0,0
Animal Sciences,363,14,15,10,0,0,32,0,0,0,0,0
CONSM ECON,36,7,1,0,0,0,0,0,0,0,0,0
CORE CURR,47,5,0,0,1,0,0,0,0,0,0,0
DIETETICS,56,5,0,4,0,0,1,0,0,0,0,0
EXT EDUC,3,0,0,0,0,0,4,0,0,0,0,0
FAM&CON EC,2,0,0,1,0,0,5,0,0,0,0,0
Food Science & Human Nutrition,134,26,15,6,1,0,49,0,0,0,0,0
Forestry,128,4,3,10,2,0,17,0,0,0,0,0
GEN AGR,10,0,1,0,1,0,1,0,0,0,0,0
GEN H ECON,0,1,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,112,10,8,4,0,0,0,0,0,0,0,0
HR&FS A&ID,4,2,1,0,0,0,8,0,0,0,0,0
HU DEV&FAM,20,1,0,1,0,0,4,0,0,0,0,0
Horticulture,32,2,1,1,0,0,29,0,0,0,0,0
INT DSGN,4,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,70,20,8,3,0,0,2,0,0,0,0,0
Mechanical Agriculture,65,0,0,1,0,0,1,0,0,0,0,0
Nutritional Sciences,20,4,3,0,0,0,16,0,0,0,0,0
ORN HORT,81,4,0,1,1,0,0,0,0,0,0,0
PLANT PATH,8,0,1,0,0,0,23,0,0,0,0,0
Physics,240,39,1,4,0,0,60,0,0,0,0,0
REST MGMT,58,13,2,2,0,0,0,0,0,0,0,0
SOIL SCI,3,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,38,3,0,0,0,0,0,0,0,0,0,0
Spanish,25,0,0,4,0,0,17,0,0,0,0,0
Speech & Hearing Science,166,6,6,7,0,0,4,0,0,0,0,0
Statistics,2,2,0,0,0,0,25,0,0,0,0,0
TEXT-APPRL,17,0,1,0,0,0,1,0,0,0,0,0
Teaching of Biological Science,7,2,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,13,1,1,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,41,4,3,1,0,0,54,0,0,0,0,0
Teaching of French,15,1,0,1,0,0,0,0,0,0,0,0
Teaching of German,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,38,5,1,1,0,0,0,0,0,0,0,0
Teaching of Physics,5,0,0,0,0,0,0,0,0,0,0,0
