Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ED POL ST,25,5,31,13,1,0,15,0,0,0,0,0
ED SEC&CON,41,2,8,3,1,0,37,0,0,0,0,0
EDUC ELEMENTARY,55,1,8,5,1,0,16,0,0,0,0,0
EDUC GEN,245,25,16,16,2,0,0,0,0,0,0,0
Early Childhood Education,45,5,3,3,0,0,0,0,0,0,0,0
Ed Organization and Leadership,70,1,18,0,0,0,5,0,0,0,0,0
Educ Voc Tech,41,3,16,1,0,0,19,0,0,0,0,0
Educational Psychology,42,3,4,3,0,0,46,0,0,0,0,0
Elementary Education,243,30,8,10,0,0,1,0,0,0,0,0
Secondary & Continuing Educ,23,4,5,2,0,0,0,0,0,0,0,0
Special Education,86,4,4,2,0,0,19,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,1,0,0,0,0,0
