Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,3,0,0,0,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,398,1,7,2,1,0,32,0,0,0,0,0
Agricultural Communications,75,0,1,0,1,0,0,0,0,0,0,0
Agricultural Education,14,0,0,0,0,0,1,0,0,0,0,0
Agricultural Engineering,72,1,0,1,0,0,0,0,0,0,0,0
Agricultural Sciences,60,1,0,0,0,0,0,0,0,0,0,0
Agronomy,164,0,2,2,0,0,26,0,0,0,0,0
Animal Sciences,398,6,8,2,1,0,24,0,0,0,0,0
Application Design,15,1,1,1,0,0,0,0,0,0,0,0
CONSM ECON,28,0,0,1,0,0,0,0,0,0,0,0
CORE CURR,79,2,0,0,1,0,0,0,0,0,0,0
DAIRY SCI,44,1,0,0,0,0,7,0,0,0,0,0
DIETETICS,61,5,1,2,0,0,1,0,0,0,0,0
EXT EDUC,10,0,0,0,0,0,2,0,0,0,0,0
FAM&CON EC,4,0,2,1,0,0,8,0,0,0,0,0
Food Science & Human Nutrition,147,18,3,4,0,0,25,0,0,0,0,0
Forestry,68,1,0,2,0,0,4,0,0,0,0,0
GEN AGR,28,2,1,0,0,0,0,0,0,0,0,0
GEN H ECON,9,0,1,0,0,0,0,0,0,0,0,0
H DVL-FAM,75,1,3,1,0,0,0,0,0,0,0,0
HR&FS A&ID,3,2,0,0,0,0,5,0,0,0,0,0
HR&FS GEN,5,0,1,0,0,0,0,0,0,0,0,0
HU DEV&FAM,12,0,0,0,0,0,4,0,0,0,0,0
Horticulture,36,1,0,0,0,0,17,0,0,0,0,0
INST MGMT,9,0,0,0,0,0,0,0,0,0,0,0
INT DSGN,127,4,5,3,0,0,3,0,0,0,0,0
Industrial Agriculture,85,0,1,0,0,0,0,0,0,0,0,0
MKT TEXT&A,182,3,4,2,1,0,0,0,0,0,0,0
Mechanical Agriculture,33,0,0,0,0,0,0,0,0,0,0,0
Nutritional Sciences,26,3,1,0,0,0,7,0,0,0,0,0
ORN HORT,59,1,0,0,0,0,0,0,0,0,0,0
PLANT PATH,30,1,0,0,0,0,7,0,0,0,0,0
Physics,305,21,2,5,1,0,54,0,0,0,0,0
REST MGMT,83,1,0,0,0,0,1,0,0,0,0,0
SOIL SCI,3,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,46,0,0,1,0,0,0,0,0,0,0,0
Spanish,23,0,0,6,0,0,16,0,0,0,0,0
Speech & Hearing Science,92,1,7,2,0,0,3,0,0,0,0,0
Statistics,13,6,0,0,0,0,16,0,0,0,0,0
TEXT-APPRL,33,2,2,0,1,0,0,0,0,0,0,0
Teaching of Biological Science,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,12,1,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,31,1,2,0,0,0,48,0,0,0,0,0
Teaching of French,15,0,0,1,0,0,0,0,0,0,0,0
Teaching of German,7,0,1,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,32,0,1,1,0,0,1,0,0,0,0,0
Teaching of Physics,2,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,16,0,0,0,0,0,0,0,0,0,0,0
