Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,506,31,18,14,0,0,9,0,0,0,0,0
Architecture,181,10,3,1,0,0,13,0,0,0,0,0
Art Education,52,2,1,0,0,0,6,0,0,0,0,0
Art History,56,3,2,1,0,0,3,0,0,0,0,0
Art and Design,352,23,8,10,1,0,2,0,0,0,0,0
Crafts,15,0,0,0,0,0,0,0,0,0,0,0
Dance,38,1,0,0,0,0,3,0,0,0,0,0
Graphic Design,156,6,2,1,1,0,0,0,0,0,0,0
Industrial Design,101,8,4,1,0,0,2,0,0,0,0,0
Landscape Architecture,121,1,1,4,2,0,1,0,0,0,0,0
MUS-VOICE,38,2,5,0,0,0,0,0,0,0,0,0
MUSIC-COMP,12,0,0,0,0,0,1,0,0,0,0,0
MUSIC-INST,84,7,2,1,0,0,2,0,0,0,0,0
Music,157,2,4,5,1,0,20,0,0,0,0,0
Music Education,211,3,3,2,0,0,12,0,0,0,0,0
Music History,3,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,18,0,0,0,0,0,0,0,0,0,0,0
Regional Planning,2,0,0,0,0,0,1,0,0,0,0,0
Theatre,26,0,1,1,1,0,0,0,0,0,0,0
UNCLASS,20,0,0,0,0,0,8,0,0,0,0,0
Urban Planning,124,3,5,0,0,0,7,0,0,0,0,0
