Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,414,56,21,21,0,0,46,12,0,0,0,0
Agr & Environmental Cmc & Educ,80,2,4,3,0,0,1,0,0,0,0,0
Agr Engineering & Agr Science,39,2,1,1,0,0,0,1,0,0,0,0
"Agribusiness, Farm & Financial ",90,2,5,1,0,0,1,1,0,0,0,0
Agricultural Education,4,0,0,0,0,0,0,0,0,0,0,0
Animal Sciences,510,31,18,29,2,0,41,7,0,0,0,0
Consumer and Textile Marketing,6,2,1,0,0,0,0,0,0,0,0,0
Crop Sciences,105,7,5,7,0,0,22,0,0,0,0,0
Food Science & Human Nutrition,276,47,14,19,0,0,53,4,0,0,0,0
Horticulture,57,0,0,2,0,0,1,2,0,0,0,0
Human & Community Development,12,3,5,2,0,0,5,0,0,0,0,0
Human Development & Family St,150,11,13,14,0,0,2,2,0,0,0,0
"Intl, Resource, Consumer Econ ",39,7,5,2,0,0,0,2,0,0,0,0
Natural Res & Env Sciences,62,7,0,2,0,0,18,2,0,0,0,0
Natural Resrcs & Environ Sci,169,11,2,9,0,0,0,6,0,0,0,0
Nondegree,3,1,0,0,0,0,9,0,0,0,0,0
Nutritional Sciences,35,7,3,6,0,0,9,0,0,0,0,0
