Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,4,0,0,0,0,0,1,0,0,0,0,0
Agricultural & Applied Econ,282,3,4,1,1,0,24,0,0,0,0,0
Agricultural Communications,78,0,0,0,1,0,0,0,0,0,0,0
Agricultural Education,25,0,1,0,0,0,0,0,0,0,0,0
Agricultural Engineering,79,1,1,1,0,0,1,0,0,0,0,0
Agricultural Sciences,77,2,2,0,0,0,0,0,0,0,0,0
Agronomy,156,2,2,1,1,0,11,0,0,0,0,0
Animal Sciences,450,4,13,3,3,0,13,0,0,0,0,0
Application Design,11,0,0,0,0,0,0,0,0,0,0,0
CORE CURR,155,0,2,0,1,0,0,0,0,0,0,0
DAIRY SCI,45,0,0,0,1,0,5,0,0,0,0,0
DIETETICS,31,0,0,0,1,0,0,0,0,0,0,0
EXT EDUC,9,0,1,0,0,0,1,0,0,0,0,0
FAM&CON EC,14,1,2,0,0,0,3,0,0,0,0,0
Food Science & Human Nutrition,155,10,6,2,1,0,34,0,0,0,0,0
Forestry,115,2,0,1,2,0,4,0,0,0,0,0
GEN AGR,72,1,0,1,0,0,0,0,0,0,0,0
GEN AGRIC,1,0,0,0,0,0,0,0,0,0,0,0
GEN H ECON,5,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,33,0,3,0,0,0,0,0,0,0,0,0
HOME EC ED,0,0,0,0,0,0,1,0,0,0,0,0
HOME ECON,157,3,5,2,2,0,1,0,0,0,0,0
HOME MGMT,2,0,0,0,0,0,0,0,0,0,0,0
HR&FS,1,0,0,0,0,0,0,0,0,0,0,0
HR&FS A&ID,6,0,0,0,0,0,0,0,0,0,0,0
HR&FS GEN,1,0,0,0,0,0,0,0,0,0,0,0
HU DEV&FAM,13,0,0,0,0,0,1,0,0,0,0,0
Horticulture,43,1,0,0,0,0,4,0,0,0,0,0
INST MGMT,8,0,0,0,0,0,0,0,0,0,0,0
INT DSGN,135,0,0,0,3,0,0,0,0,0,0,0
Industrial Agriculture,70,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,98,3,1,1,0,0,0,0,0,0,0,0
Mechanical Agriculture,49,0,0,0,0,0,0,0,0,0,0,0
Nutritional Sciences,27,0,0,0,0,0,3,0,0,0,0,0
ORN HORT,119,3,0,0,0,0,0,0,0,0,0,0
PLANT PATH,24,1,0,0,0,0,9,0,0,0,0,0
Physics,289,21,3,0,1,0,45,0,0,0,0,0
REST MGMT,49,1,2,0,1,0,0,0,0,0,0,0
Secondary Education,16,0,0,0,0,0,0,0,0,0,0,0
Spanish,31,0,3,8,0,0,3,0,0,0,0,0
Speech & Hearing Science,144,1,8,2,1,0,2,0,0,0,0,0
Statistics,6,0,0,1,1,0,3,0,0,0,0,0
TEXT-APPRL,9,0,0,0,0,0,0,0,0,0,0,0
Teaching of Biological Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,7,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,49,1,0,1,0,0,24,0,0,0,0,0
Teaching of French,13,1,1,0,0,0,0,0,0,0,0,0
Teaching of German,9,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,1,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,26,0,2,0,0,0,0,0,0,0,0,0
VOC H E ED,35,0,1,0,0,0,0,0,0,0,0,0
Wood Sciences,5,0,0,0,0,0,0,0,0,0,0,0
