Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,243,8,11,2,1,0,46,0,0,0,0,0
Agr & Environmental Cmc & Educ,113,2,4,4,0,0,0,0,0,0,0,0
Agr Engineering & Agr Science,40,4,3,1,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,5,0,3,0,0,0,16,0,0,0,0,0
Agronomy,2,0,0,0,0,0,7,0,0,0,0,0
Animal Sciences,503,17,17,14,1,0,22,0,0,0,0,0
CFTM-CNSMR&TXTL,97,7,2,4,0,0,0,0,0,0,0,0
CFTM-MKT&PRICE,26,0,0,1,0,0,0,0,0,0,0,0
Crop Sciences,132,2,2,0,0,0,13,0,0,0,0,0
Food Science & Human Nutrition,277,32,14,11,1,0,28,0,0,0,0,0
Forestry,29,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,1,0,0,0,0,0,0,0,0,0,0,0
HDFS-CH&AD DEV,117,9,9,8,1,0,0,0,0,0,0,0
HDFS-FS,48,4,5,3,0,0,0,0,0,0,0,0
HORT -- P&M,90,3,1,6,1,0,0,0,0,0,0,0
HORT--HORT SCI,9,1,0,0,0,0,0,0,0,0,0,0
HU DEV&FAM,3,0,1,0,0,0,1,0,0,0,0,0
Horticulture,7,0,0,0,0,0,0,0,0,0,0,0
Human & Community Development,15,0,3,1,0,0,2,0,0,0,0,0
INTRSRCCNSECON,0,0,0,0,0,0,1,0,0,0,0,0
IRCE-CONS EC&F,62,8,2,1,0,0,1,0,0,0,0,0
IRCE-E&NR MGMT,8,0,0,0,0,0,0,0,0,0,0,0
IRCE-INDCURRIC,6,2,0,0,0,0,0,0,0,0,0,0
"IRCE-POL,TRD,DV",32,6,2,2,0,0,0,0,0,0,0,0
NRES - SOILS,2,1,0,0,0,0,0,0,0,0,0,0
NRES-BIOL SCI,113,10,1,2,0,0,1,0,0,0,0,0
NRES-ENV S W,8,0,0,0,0,0,0,0,0,0,0,0
NRES-F & W CONS,8,0,0,0,0,0,0,0,0,0,0,0
NRES-SOC SCI,51,8,1,2,0,0,0,0,0,0,0,0
Natural Resrcs & Environ Sci,73,1,1,3,0,0,29,0,0,0,0,0
Nondegree,0,1,0,0,0,0,1,0,0,0,0,0
Nutritional Sciences,19,3,0,2,2,0,7,0,0,0,0,0
ORN HORT,1,0,0,0,0,0,0,0,0,0,0,0
PLANT PATH,3,0,0,0,0,0,2,0,0,0,0,0
Physics,179,17,1,6,1,0,84,0,0,0,0,0
REST MGMT,1,0,0,0,0,0,0,0,0,0,0,0
"Recreation, Sport, and Tourism ",79,1,18,2,1,0,2,0,0,0,0,0
Spanish,22,0,0,12,0,0,15,0,0,0,0,0
Speech & Hearing Science,187,5,9,9,3,0,3,0,0,0,0,0
Statistics,3,0,0,0,0,0,10,0,0,0,0,0
Teaching of Biological Science,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,3,0,1,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,30,2,0,0,0,0,47,0,0,0,0,0
Teaching of French,7,1,0,1,0,0,0,0,0,0,0,0
Teaching of German,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
