Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,25,0,0,0,0,0,0,0,0,0,0,0
ED POL ST,38,0,5,1,0,0,19,0,0,0,0,0
ED SEC&CON,68,4,6,5,0,0,20,0,0,0,0,0
EDUC ELEMENTARY,92,4,8,4,1,0,17,0,0,0,0,0
EDUC GEN,98,8,3,2,2,0,0,0,0,0,0,0
EDUC IDISC,4,0,1,0,1,0,0,0,0,0,0,0
Early Childhood Education,54,0,1,2,0,0,0,0,0,0,0,0
Ed Organization and Leadership,106,1,9,2,0,0,6,0,0,0,0,0
Educ Voc Tech,88,0,4,2,2,0,12,0,0,0,0,0
Educational Psychology,104,7,10,7,0,0,18,0,0,0,0,0
Elementary Education,408,4,10,5,2,0,3,0,0,0,0,0
Special Education,108,2,5,3,0,0,4,0,0,0,0,0
TCH ENGL,14,0,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,3,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,2,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,26,0,0,0,0,0,0,0,0,0,0,0
TECH ED SP,56,1,0,0,0,0,8,0,0,0,0,0
