Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,887,73,76,31,0,0,61,0,0,0,0,0
Business Administration,725,47,86,26,0,0,113,0,0,0,0,0
COM TEACH,0,1,0,0,0,0,0,0,0,0,0,0
Computer Science,215,34,4,1,1,0,140,0,0,0,0,0
Economics,78,7,5,2,0,0,140,0,0,0,0,0
Finance,539,46,49,19,1,0,41,0,0,0,0,0
MANAGEMENT,1,0,0,0,0,0,0,0,0,0,0,0
MARKETING,148,7,8,4,0,0,0,0,0,0,0,0
Teaching of Spanish,31,0,0,0,0,0,0,0,0,0,0,0
Theatre,107,1,2,2,0,0,6,0,0,0,0,0
UNASSIGNED,543,51,31,23,2,0,20,0,0,0,0,0
