Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ED POL ST,26,3,25,10,0,0,11,0,0,0,0,0
ED SEC&CON,42,3,6,1,0,0,24,0,0,0,0,0
EDUC ELEMENTARY,44,0,4,5,3,0,13,0,0,0,0,0
EDUC GEN,161,15,6,9,0,0,0,0,0,0,0,0
Early Childhood Education,42,5,4,3,0,0,0,0,0,0,0,0
Ed Organization and Leadership,97,1,14,3,0,0,3,0,0,0,0,0
Educ Voc Tech,51,1,8,0,0,0,13,0,0,0,0,0
Educational Psychology,51,3,7,2,0,0,37,0,0,0,0,0
Elementary Education,186,18,18,12,1,0,0,0,0,0,0,0
Secondary & Continuing Educ,21,5,2,1,0,0,0,0,0,0,0,0
Special Education,74,2,6,0,0,0,16,0,0,0,0,0
TCH ENGL IN MN,4,1,0,0,0,0,0,0,0,0,0,0
TCH ENGL OUT MN,14,0,4,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,4,0,0,0,0,0,0,0,0,0,0,0
TCH PS CHEM,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST IN,10,1,1,0,1,0,0,0,0,0,0,0
TCH SOC ST OUT,12,1,1,1,0,0,0,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,0,0,0,0,0,0
