Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,43,3,1,1,0,0,18,0,0,0,0,0
Applied Mathematics,15,2,0,1,0,0,8,0,0,0,0,0
Asian Studies,13,4,0,0,0,0,6,0,0,0,0,0
Astronomy,9,0,0,1,0,0,9,0,0,0,0,0
Atmospheric Sciences,11,3,0,0,0,0,10,0,0,0,0,0
BIOCH,114,37,4,4,1,0,2,0,0,0,0,0
Biochemistry,88,6,0,2,0,0,19,0,0,0,0,0
Biology,104,8,2,4,0,0,13,0,0,0,0,0
Biophysics & Computnl Biology,13,3,0,0,0,0,21,0,0,0,0,0
Chemical Engineering,334,50,8,11,0,0,19,0,0,0,0,0
Chemical Physics,4,0,0,1,0,0,0,0,0,0,0,0
Chemistry,347,43,2,6,1,0,76,0,0,0,0,0
Classical Philology,5,0,0,0,0,0,2,0,0,0,0,0
Classics,3,0,0,0,0,0,2,0,0,0,0,0
Comparative Literature,5,1,2,2,0,0,18,0,0,0,0,0
English,104,1,0,1,0,0,17,0,0,0,0,0
Entomology,15,1,0,1,0,0,10,0,0,0,0,0
French,31,1,1,0,0,0,12,0,0,0,0,0
GEN CURR,1473,163,384,133,5,0,5,0,0,0,0,0
Genetics,1,0,0,0,0,0,0,0,0,0,0,0
Geography,26,0,0,0,0,0,6,0,0,0,0,0
Geology,36,0,0,0,0,0,9,0,0,0,0,0
German,21,0,1,0,0,0,10,0,0,0,0,0
History,87,0,2,0,0,0,11,0,0,0,0,0
Italian,6,0,0,0,0,0,0,0,0,0,0,0
LAS TCH MATH,11,0,1,0,0,0,0,0,0,0,0,0
Linguistics,28,2,4,1,0,0,52,0,0,0,0,0
Mathematics,106,5,2,1,0,0,56,0,0,0,0,0
Microbiology,45,1,0,1,0,0,14,0,0,0,0,0
Molecular & Integrative Physi,33,5,0,0,0,0,20,0,0,0,0,0
PRE-JOURN,454,29,47,20,0,0,0,0,0,0,0,0
PRE-MED,121,41,14,8,0,0,0,0,0,0,0,0
PUB ADMIN,6,0,0,0,0,0,0,0,0,0,0,0
Philosophy,30,0,0,1,2,0,6,0,0,0,0,0
Plant Biology,23,2,0,1,0,0,7,0,0,0,0,0
Political Science,37,3,6,3,1,0,13,0,0,0,0,0
Portuguese,1,0,0,0,0,0,3,0,0,0,0,0
Psychology,161,10,4,4,0,0,26,0,0,0,0,0
Slavic Languages & Literature,15,1,0,0,0,0,7,0,0,0,0,0
Sociology,25,0,0,1,0,0,9,0,0,0,0,0
Speech Communication,46,1,2,0,0,0,6,0,0,0,0,0
TCH BIOL,25,0,0,1,0,0,0,0,0,0,0,0
TCH ENGL,54,1,2,0,0,0,1,0,0,0,0,0
TCH PHY SC,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,20,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,7,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,4,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,81,5,4,1,0,0,43,0,0,0,0,0
UNCM FR&SO,178,9,24,20,0,0,0,0,0,0,0,0
