Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,177,47,17,53,1,1,97,1,21,4,2,53
Architecture,80,17,1,6,0,0,64,2,1,1,1,19
Art Education,24,4,0,7,0,0,7,0,0,0,0,5
Art Foundation,47,17,5,11,0,0,27,0,7,1,0,22
Art History,14,0,0,2,0,0,5,0,1,0,0,0
Art and Design,27,1,0,4,0,0,10,0,0,1,0,1
Crafts,5,1,0,0,0,0,8,0,0,1,0,2
Dance,44,3,12,4,0,0,0,0,14,0,1,8
Graphic Design,60,12,2,7,0,1,8,2,2,0,1,15
History of Art,4,0,1,0,0,0,0,0,1,0,0,0
Industrial Design,48,26,5,11,0,0,37,1,7,2,0,30
Instrumental Music,44,8,4,8,0,0,8,1,6,2,0,12
Jazz Performance,20,1,6,0,0,0,0,2,6,0,2,2
Landscape Architecture,40,4,1,8,0,0,72,1,1,1,1,4
Music,164,17,6,19,0,0,131,2,8,1,0,20
Music Composition,3,0,0,2,0,0,1,1,0,0,0,1
Music Education,139,9,6,18,0,0,2,0,7,3,0,14
Musicology,15,2,1,2,0,0,1,0,1,0,0,3
New Media,6,5,1,3,0,0,0,0,3,2,0,6
Nondegree,6,0,3,2,0,0,19,0,3,0,0,0
Open Studies,3,0,0,0,0,0,0,0,0,0,0,0
Painting,9,0,4,0,0,0,4,1,4,0,0,2
Photography,4,1,0,3,0,0,1,0,0,0,0,1
Regional Planning,4,1,1,1,0,0,6,0,3,0,0,1
Sculpture,0,1,0,0,0,0,0,0,0,0,0,1
Theatre,108,2,16,18,1,0,10,1,19,3,0,3
Urban Planning,63,9,10,7,0,0,48,2,14,0,0,11
Voice,20,0,2,4,0,0,0,1,2,0,1,0
