Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,5,0,4,1,0,0,1,0,0,0,0,0
Asian Studies,6,0,0,1,0,0,8,0,0,0,0,0
Astronomy,40,5,1,6,1,0,21,1,0,0,0,0
Atmospheric Sciences,54,2,3,4,1,0,18,4,0,0,0,0
Biochemistry,86,57,5,9,0,0,44,3,0,0,0,0
Biology,484,197,54,70,1,0,41,29,0,0,0,0
Biophysics & Computnl Biology,18,5,0,2,0,0,50,0,0,0,0,0
Cell and Developmental Biology,18,4,0,1,0,0,23,0,0,0,0,0
Cell and Structural Biology,1,0,0,0,0,0,3,0,0,0,0,0
Chemical Engineering,280,96,15,27,0,0,96,9,0,0,0,0
Chemical Physics,7,1,0,1,0,0,4,0,0,0,0,0
Chemistry,432,124,28,34,2,0,95,8,0,0,0,0
Classical Philology,5,0,0,0,0,0,0,0,0,0,0,0
Classics,27,3,1,4,0,0,2,0,0,0,0,0
Comparative Literature,24,4,0,1,0,0,14,1,0,0,0,0
Creative Writing,14,0,1,2,1,0,1,1,0,0,0,0
E Asian Languages & Cultures,33,35,2,4,0,0,21,1,0,0,0,0
"Earth Systems, Env, & Society ",48,4,2,7,0,0,2,2,0,0,0,0
"Ecol, Evol, Conservation Biol ",15,2,0,0,0,0,1,1,0,0,0,0
Economics,374,153,8,14,0,0,264,23,0,0,0,0
English,692,75,62,70,4,0,13,18,0,0,0,0
Entomology,21,1,1,2,0,0,7,1,0,0,0,0
Finance,1,4,0,0,0,0,0,0,0,0,0,0
French,71,5,2,3,0,0,12,3,0,0,0,0
General Curriculum,636,185,312,164,2,0,62,26,0,0,0,0
Geography,60,4,3,3,0,0,15,2,0,0,0,0
Geology,66,5,1,1,0,0,15,0,0,0,0,0
German,16,0,0,0,0,0,5,0,0,0,0,0
Germanic Lang & Lit,33,1,0,0,0,0,0,0,0,0,0,0
History,497,34,42,43,0,0,22,20,0,0,0,0
History of Art,29,4,3,4,0,0,4,0,0,0,0,0
Individual Plans of Study,4,1,0,2,0,0,0,0,0,0,0,0
Integrative Biology,241,46,12,14,1,0,6,2,0,0,0,0
Interdisciplinary,36,8,10,5,0,0,1,5,0,0,0,0
International Studies,226,61,19,46,1,0,34,15,0,0,0,0
Italian,2,1,0,7,0,0,4,0,0,0,0,0
Latin American Studies,3,1,2,9,0,0,0,0,0,0,0,0
Linguistics,75,10,4,4,0,0,28,3,0,0,0,0
Math & Computer Science,60,15,2,5,1,0,8,1,0,0,0,0
Mathematics,349,54,6,22,1,0,108,18,0,0,0,0
Microbiology,35,4,2,4,1,0,26,0,0,0,0,0
Molecular & Integrative Physi,10,2,1,4,0,0,14,0,0,0,0,0
Molecular and Cellular Biology,580,298,34,40,0,0,42,15,0,0,0,0
Molecular&Cell Bio-undeclared,15,2,0,0,0,0,14,0,0,0,0,0
Neuroscience,27,10,1,4,0,0,12,0,0,0,0,0
Nondegree,35,11,3,0,1,0,90,6,0,0,0,0
Philosophy,98,5,9,7,0,0,4,3,0,0,0,0
Physics,100,12,3,5,0,0,19,8,0,0,0,0
Plant Biology,24,2,0,0,1,0,2,1,0,0,0,0
Political Science,709,94,103,92,3,0,37,24,0,0,0,0
Portuguese,0,0,0,1,0,0,1,0,0,0,0,0
Psychology,881,182,120,120,5,0,98,31,0,0,0,0
Religious Studies,15,5,1,2,0,0,0,0,0,0,0,0
Rhetoric,66,9,27,12,0,0,1,4,0,0,0,0
Russian & E European Studies,3,0,0,0,0,0,0,1,0,0,0,0
Russian Lang & Literature,3,0,0,1,0,0,0,0,0,0,0,0
"Russian, E Eur, Eurasian St ",11,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,4,1,0,0,0,0,3,0,0,0,0,0
Sociology,226,58,123,61,4,0,31,11,0,0,0,0
Spanish,170,22,8,62,0,0,27,9,0,0,0,0
Speech Communication,458,55,138,78,5,0,9,19,0,0,0,0
Statistics,45,22,10,3,0,0,50,3,0,0,0,0
Statistics & Computer Science,7,2,1,1,0,0,3,0,0,0,0,0
Teaching of Chemistry,1,0,0,0,0,0,1,0,0,0,0,0
Teaching of Earth Science,0,1,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,16,2,0,0,0,0,31,3,0,0,0,0
Teaching of French,4,0,0,1,0,0,0,0,0,0,0,0
Teaching of German,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,33,0,0,3,0,0,0,0,0,0,0,0
