Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,4,4,2,3,0,0,79,0,2,1,0,4
Business Administration (MBA),637,215,73,78,0,2,41,96,82,12,2,279
Business Process Management,19,3,2,6,0,0,2,0,3,0,0,5
Curric Unassigned,484,193,36,95,0,0,94,3,50,3,4,215
Finance,337,132,10,39,0,0,313,5,11,5,0,140
Information Sys & Info Tech,46,38,6,15,0,0,5,1,7,0,0,40
Information Systems,2,1,0,0,0,0,0,0,0,0,0,1
Management,62,16,11,15,0,1,11,0,13,0,2,16
Marketing,138,38,16,30,1,0,18,1,17,2,0,44
Nondegree,1,0,0,0,0,0,113,0,0,0,0,0
Operations Management,1,0,0,0,0,0,0,0,0,0,0,0
Supply Chain Management,55,12,0,6,0,0,3,0,0,3,0,13
Taxation,14,7,2,0,0,0,3,0,2,0,0,7
Technology Management,4,2,1,5,0,0,79,0,3,1,0,3
