Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,425,24,5,10,1,0,7,0,0,0,0,0
Agricultural Engineering,85,1,0,1,0,0,8,0,0,0,0,0
CER ENGR,137,7,1,3,0,0,6,0,0,0,0,0
CERAMICS,1,0,0,0,0,0,0,0,0,0,0,0
Civil Engineering,487,29,8,10,1,0,72,0,0,0,0,0
Computer Engineering,350,46,26,2,0,0,2,0,0,0,0,0
Computer Science,618,38,18,4,0,0,2,0,0,0,0,0
ENGR MECH,49,0,1,0,0,0,0,0,0,0,0,0
ENGR PHYS,76,2,1,1,0,0,1,0,0,0,0,0
ENV ENGR,16,3,0,0,0,0,12,0,0,0,0,0
ENV SCI,11,0,0,0,0,0,2,0,0,0,0,0
Electrical Engineering,1310,187,55,30,1,0,67,0,0,0,0,0
GEN ENGR,429,15,16,7,1,0,2,0,0,0,0,0
Industrial Engineering,133,8,5,6,0,0,1,0,0,0,0,0
METAL ENGR,133,16,2,2,1,0,29,0,0,0,0,0
Mechanical Engineering,743,45,25,16,1,0,35,0,0,0,0,0
Nuclear Engineering,116,5,2,3,0,0,21,0,0,0,0,0
TCH CS,1,0,2,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,24,4,0,0,0,0,18,0,0,0,0,0
