Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,35,1,0,3,0,0,11,0,0,0,0,0
Applied Mathematics,1,0,0,0,0,0,1,0,0,0,0,0
Asian Studies,6,2,0,0,0,0,5,0,0,0,0,0
Astronomy,11,1,0,0,0,0,7,0,0,0,0,0
Atmospheric Sciences,11,1,0,0,0,0,12,0,0,0,0,0
BIOCH,96,19,2,6,0,0,0,0,0,0,0,0
Biochemistry,87,4,1,1,0,0,17,0,0,0,0,0
Biology,143,7,1,4,0,0,10,0,0,0,0,0
Biophysics & Computnl Biology,13,1,0,0,0,0,17,0,0,0,0,0
Chemical Engineering,348,38,6,7,0,0,20,0,0,0,0,0
Chemical Physics,4,0,0,0,0,0,0,0,0,0,0,0
Chemistry,442,24,8,6,0,0,48,0,0,0,0,0
Classical Philology,3,1,0,0,0,0,4,0,0,0,0,0
Classics,7,0,1,0,0,0,1,0,0,0,0,0
Comparative Literature,9,3,1,1,0,0,30,0,0,0,0,0
English,93,0,3,1,0,0,16,0,0,0,0,0
Entomology,28,1,0,0,0,0,7,0,0,0,0,0
French,29,0,1,0,0,0,13,0,0,0,0,0
GEN CURR,1900,112,195,55,4,0,5,0,0,0,0,0
Genetics,1,0,0,0,0,0,2,0,0,0,0,0
Geography,33,0,0,1,0,0,9,0,0,0,0,0
Geology,63,2,0,1,0,0,12,0,0,0,0,0
German,22,0,0,0,0,0,7,0,0,0,0,0
HR&FS,29,1,3,0,0,0,1,0,0,0,0,0
History,66,1,1,0,0,0,13,0,0,0,0,0
Italian,4,0,0,0,0,0,2,0,0,0,0,0
LAS TCH MATH,6,0,0,0,0,0,0,0,0,0,0,0
Linguistics,25,1,2,1,0,0,40,0,0,0,0,0
Mathematics,95,12,2,2,1,0,70,0,0,0,0,0
Microbiology,47,1,0,0,0,0,10,0,0,0,0,0
Molecular & Integrative Physi,35,2,1,1,0,0,18,0,0,0,0,0
PRE-JOURN,399,13,28,3,1,0,0,0,0,0,0,0
PRE-MED,222,23,21,9,0,0,0,0,0,0,0,0
PUB ADMIN,9,0,0,0,0,0,0,0,0,0,0,0
Philosophy,33,0,0,2,1,0,5,0,0,0,0,0
Plant Biology,21,1,0,1,0,0,6,0,0,0,0,0
Political Science,45,3,0,2,0,0,10,0,0,0,0,0
Psychology,150,8,6,0,0,0,24,0,0,0,0,0
SOCIAL SCI,1,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,13,0,0,0,0,0,6,0,0,0,0,0
Sociology,20,0,0,0,1,0,12,0,0,0,0,0
Speech Communication,46,1,0,0,0,0,1,0,0,0,0,0
TCH BIOL,22,0,1,0,0,0,0,0,0,0,0,0
TCH ENGL,34,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,10,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,7,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,6,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,69,5,4,1,3,0,40,0,0,0,0,0
UNCM FR&SO,146,5,7,6,0,0,0,0,0,0,0,0
