Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,18,4,0,0,0,0,36,0,0,0,0,0
Business Administration (MBA),149,39,24,5,0,0,88,9,24,1,0,0
Business Process Management,15,2,1,2,0,0,1,0,1,0,0,0
Curric Unassigned,643,168,38,68,1,1,88,2,44,4,0,0
Finance,249,97,12,30,0,0,181,3,14,1,0,0
Information Sys & Info Tech,16,4,5,3,0,0,1,1,6,0,0,0
Management,119,17,13,19,0,0,10,1,13,1,0,0
Marketing,136,14,19,20,0,0,4,1,19,1,0,0
Nondegree,0,0,0,0,0,0,61,0,0,0,0,0
Supply Chain Management,34,8,0,3,0,0,4,2,0,0,0,0
Taxation,12,4,3,0,0,0,3,6,3,0,0,0
Technology Management,1,3,0,0,0,0,55,0,0,0,0,0
