Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,571,228,36,66,2,2,380,2,39,5,0,0
Actuarial Science,110,44,9,12,0,1,101,2,10,0,0,0
Advertising,415,61,40,42,1,0,78,5,44,5,0,0
African American Studies,0,0,2,0,0,0,1,0,2,0,0,0
Anthropology,135,11,11,22,2,1,14,4,11,4,0,0
Applied Mathematics,3,1,0,0,0,0,23,0,1,0,0,0
Curriculum and Instruction,69,10,8,7,1,0,24,0,10,1,0,0
Early Childhood Education,23,6,6,3,0,0,1,0,6,0,0,0
Ed Organization and Leadership,106,7,19,7,0,0,2,1,20,0,0,0
Educational Policy Studies,28,6,59,27,2,0,8,1,65,5,0,0
Educational Psychology,26,2,8,9,0,0,31,0,11,3,0,0
Elementary Education,239,25,11,14,1,1,9,0,13,2,0,0
Human Resource Education,28,5,10,2,0,0,29,0,10,0,0,0
Nondegree,9,0,0,0,0,0,0,0,0,0,0,0
Pre-Early Chld/Elem Ed/Spec Ed,197,27,9,27,0,1,3,2,10,3,0,0
Secondary & Continuing Educ,7,1,0,1,0,0,16,0,0,0,0,0
Secondary Education,7,1,0,0,0,0,0,0,0,0,0,0
Special Education,107,4,8,5,0,0,5,0,8,0,0,0
